Pos,No,Driver,Car,Laps,Time/retired,Pts
1,77,Valtteri BottasBOT,Mercedes,56,1:33:55.653,25
2,44,Lewis HamiltonHAM,Mercedes,56,+4.148s,18
3,33,Max VerstappenVER,Red Bull Racing Honda,56,+5.002s,15
4,16,Charles LeclercLEC,Ferrari,56,+52.239s,13
5,23,Alexander AlbonALB,Red Bull Racing Honda,56,+78.038s,10
6,3,Daniel RicciardoRIC,Renault,56,+90.366s,8
7,4,Lando NorrisNOR,McLaren Renault,56,+90.764s,6
8,55,Carlos SainzSAI,McLaren Renault,55,+1 lap,4
9,27,Nico HulkenbergHUL,Renault,55,+1 lap,2
10,11,Sergio PerezPER,Racing Point BWT Mercedes,55,+1 lap,1
11,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,55,+1 lap,0
12,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,55,+1 lap,0
13,18,Lance StrollSTR,Racing Point BWT Mercedes,55,+1 lap,0
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,55,+1 lap,0
15,8,Romain GrosjeanGRO,Haas Ferrari,55,+1 lap,0
16,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,54,DNF,0
17,63,George RussellRUS,Williams Mercedes,54,+2 laps,0
18,20,Kevin MagnussenMAG,Haas Ferrari,52,DNF,0
NC,88,Robert KubicaKUB,Williams Mercedes,31,DNF,0
NC,5,Sebastian VettelVET,Ferrari,7,DNF,0
