Pos,No,Driver,Car,Laps,Time/retired,Pts
1,77,Valtteri BottasBOT,Mercedes,58,1:25:27.325,26
2,44,Lewis HamiltonHAM,Mercedes,58,+20.886s,18
3,33,Max VerstappenVER,Red Bull Racing Honda,58,+22.520s,15
4,5,Sebastian VettelVET,Ferrari,58,+57.109s,12
5,16,Charles LeclercLEC,Ferrari,58,+58.230s,10
6,20,Kevin MagnussenMAG,Haas Ferrari,58,+87.156s,8
7,27,Nico HulkenbergHUL,Renault,57,+1 lap,6
8,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,57,+1 lap,4
9,18,Lance StrollSTR,Racing Point BWT Mercedes,57,+1 lap,2
10,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,57,+1 lap,1
11,10,Pierre GaslyGAS,Red Bull Racing Honda,57,+1 lap,0
12,4,Lando NorrisNOR,McLaren Renault,57,+1 lap,0
13,11,Sergio PerezPER,Racing Point BWT Mercedes,57,+1 lap,0
14,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,57,+1 lap,0
15,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,57,+1 lap,0
16,63,George RussellRUS,Williams Mercedes,56,+2 laps,0
17,88,Robert KubicaKUB,Williams Mercedes,55,+3 laps,0
NC,8,Romain GrosjeanGRO,Haas Ferrari,29,DNF,0
NC,3,Daniel RicciardoRIC,Renault,28,DNF,0
NC,55,Carlos SainzSAI,McLaren Renault,9,DNF,0
