Pos,No,Driver,Car,Laps,Time/retired,Pts
1,33,Max VerstappenVER,Red Bull Racing Honda,71,1:22:01.822,26
2,16,Charles LeclercLEC,Ferrari,71,+2.724s,18
3,77,Valtteri BottasBOT,Mercedes,71,+18.960s,15
4,5,Sebastian VettelVET,Ferrari,71,+19.610s,12
5,44,Lewis HamiltonHAM,Mercedes,71,+22.805s,10
6,4,Lando NorrisNOR,McLaren Renault,70,+1 lap,8
7,10,Pierre GaslyGAS,Red Bull Racing Honda,70,+1 lap,6
8,55,Carlos SainzSAI,McLaren Renault,70,+1 lap,4
9,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,70,+1 lap,2
10,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,70,+1 lap,1
11,11,Sergio PerezPER,Racing Point BWT Mercedes,70,+1 lap,0
12,3,Daniel RicciardoRIC,Renault,70,+1 lap,0
13,27,Nico HulkenbergHUL,Renault,70,+1 lap,0
14,18,Lance StrollSTR,Racing Point BWT Mercedes,70,+1 lap,0
15,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,70,+1 lap,0
16,8,Romain GrosjeanGRO,Haas Ferrari,70,+1 lap,0
17,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,70,+1 lap,0
18,63,George RussellRUS,Williams Mercedes,69,+2 laps,0
19,20,Kevin MagnussenMAG,Haas Ferrari,69,+2 laps,0
20,88,Robert KubicaKUB,Williams Mercedes,68,+3 laps,0
