Pos,No,Driver,Car,Laps,Time/retired,Pts
1,16,Charles LeclercLEC,Ferrari,53,1:15:26.665,25
2,77,Valtteri BottasBOT,Mercedes,53,+0.835s,18
3,44,Lewis HamiltonHAM,Mercedes,53,+35.199s,16
4,3,Daniel RicciardoRIC,Renault,53,+45.515s,12
5,27,Nico HulkenbergHUL,Renault,53,+58.165s,10
6,23,Alexander AlbonALB,Red Bull Racing Honda,53,+59.315s,8
7,11,Sergio PerezPER,Racing Point BWT Mercedes,53,+73.802s,6
8,33,Max VerstappenVER,Red Bull Racing Honda,53,+74.492s,4
9,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,52,+1 lap,2
10,4,Lando NorrisNOR,McLaren Renault,52,+1 lap,1
11,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,52,+1 lap,0
12,18,Lance StrollSTR,Racing Point BWT Mercedes,52,+1 lap,0
13,5,Sebastian VettelVET,Ferrari,52,+1 lap,0
14,63,George RussellRUS,Williams Mercedes,52,+1 lap,0
15,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,52,+1 lap,0
16,8,Romain GrosjeanGRO,Haas Ferrari,52,+1 lap,0
17,88,Robert KubicaKUB,Williams Mercedes,51,+2 laps,0
NC,20,Kevin MagnussenMAG,Haas Ferrari,43,DNF,0
NC,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,29,DNF,0
NC,55,Carlos SainzSAI,McLaren Renault,27,DNF,0
