Pos,No,Driver,Car,Laps,Time/retired,Pts
1,33,Max VerstappenVER,Red Bull Racing Honda,71,1:33:14.678,25
2,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,71,+6.077s,18
3,55,Carlos SainzSAI,McLaren Renault,71,+8.896s,15
4,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,71,+9.452s,12
5,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,71,+10.201s,10
6,3,Daniel RicciardoRIC,Renault,71,+10.541s,8
7,44,Lewis HamiltonHAM,Mercedes,71,+11.139s,6
8,4,Lando NorrisNOR,McLaren Renault,71,+11.204s,4
9,11,Sergio PerezPER,Racing Point BWT Mercedes,71,+11.529s,2
10,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,71,+11.931s,1
11,20,Kevin MagnussenMAG,Haas Ferrari,71,+12.732s,0
12,63,George RussellRUS,Williams Mercedes,71,+13.599s,0
13,8,Romain GrosjeanGRO,Haas Ferrari,71,+14.247s,0
14,23,Alexander AlbonALB,Red Bull Racing Honda,71,+14.927s,0
15,27,Nico HulkenbergHUL,Renault,71,+18.059s,0
16,88,Robert KubicaKUB,Williams Mercedes,70,+1 lap,0
17,5,Sebastian VettelVET,Ferrari,65,DNF,0
18,16,Charles LeclercLEC,Ferrari,65,DNF,0
19,18,Lance StrollSTR,Racing Point BWT Mercedes,65,DNF,0
NC,77,Valtteri BottasBOT,Mercedes,51,DNF,0
