Pos,No,Driver,Car,Laps,Time/retired,Pts
1,16,Charles LeclercLEC,Ferrari,44,1:23:45.710,25
2,44,Lewis HamiltonHAM,Mercedes,44,+0.981s,18
3,77,Valtteri BottasBOT,Mercedes,44,+12.585s,15
4,5,Sebastian VettelVET,Ferrari,44,+26.422s,13
5,23,Alexander AlbonALB,Red Bull Racing Honda,44,+81.325s,10
6,11,Sergio PerezPER,Racing Point BWT Mercedes,44,+84.448s,8
7,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,44,+89.657s,6
8,27,Nico HulkenbergHUL,Renault,44,+106.639s,4
9,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,44,+109.168s,2
10,18,Lance StrollSTR,Racing Point BWT Mercedes,44,+109.838s,1
11,4,Lando NorrisNOR,McLaren Renault,43,DNF,0
12,20,Kevin MagnussenMAG,Haas Ferrari,43,+1 lap,0
13,8,Romain GrosjeanGRO,Haas Ferrari,43,+1 lap,0
14,3,Daniel RicciardoRIC,Renault,43,+1 lap,0
15,63,George RussellRUS,Williams Mercedes,43,+1 lap,0
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,43,+1 lap,0
17,88,Robert KubicaKUB,Williams Mercedes,43,+1 lap,0
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,42,DNF,0
NC,55,Carlos SainzSAI,McLaren Renault,1,DNF,0
NC,33,Max VerstappenVER,Red Bull Racing Honda,0,DNF,0
