Pos,No,Driver,Car,Laps,Time/retired,Pts
1,77,Valtteri BottasBOT,Mercedes,52,1:21:46.755,25
2,5,Sebastian VettelVET,Ferrari,52,+13.343s,18
3,44,Lewis HamiltonHAM,Mercedes,52,+13.858s,16
4,23,Alexander AlbonALB,Red Bull Racing Honda,52,+59.537s,12
5,55,Carlos SainzSAI,McLaren Renault,52,+69.101s,10
DQ,3,Daniel RicciardoRIC,Renault,51,+1 lap,0
6,16,Charles LeclercLEC,Ferrari,51,+1 lap,8
7,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,51,+1 lap,6
8,11,Sergio PerezPER,Racing Point BWT Mercedes,51,+1 lap,4
DQ,27,Nico HulkenbergHUL,Renault,51,+1 lap,0
9,18,Lance StrollSTR,Racing Point BWT Mercedes,51,+1 lap,2
10,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,51,+1 lap,1
11,4,Lando NorrisNOR,McLaren Renault,51,+1 lap,0
12,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,51,+1 lap,0
13,8,Romain GrosjeanGRO,Haas Ferrari,51,+1 lap,0
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,51,+1 lap,0
15,20,Kevin MagnussenMAG,Haas Ferrari,51,+1 lap,0
16,63,George RussellRUS,Williams Mercedes,50,+2 laps,0
17,88,Robert KubicaKUB,Williams Mercedes,50,+2 laps,0
NC,33,Max VerstappenVER,Red Bull Racing Honda,14,DNF,0
