Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,27,Nico HulkenbergHUL,Renault,1,20:15:37,29.563,29.563
1,63,George RussellRUS,Williams Mercedes,1,20:15:56,38.752,38.752
1,55,Carlos SainzSAI,McLaren Renault,1,20:16:17,1:09.880,1:09.880
1,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,12,20:35:59,28.799,28.799
1,11,Sergio PerezPER,Racing Point BWT Mercedes,13,20:37:45,29.082,29.082
1,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,15,20:41:17,29.992,29.992
1,20,Kevin MagnussenMAG,Haas Ferrari,18,20:46:43,29.403,29.403
1,5,Sebastian VettelVET,Ferrari,19,20:48:19,29.384,29.384
1,33,Max VerstappenVER,Red Bull Racing Honda,19,20:48:22,28.846,28.846
1,16,Charles LeclercLEC,Ferrari,20,20:50:05,29.168,29.168
1,23,Alexander AlbonALB,Red Bull Racing Honda,20,20:50:14,28.606,28.606
1,4,Lando NorrisNOR,McLaren Renault,20,20:50:16,30.397,30.397
1,88,Robert KubicaKUB,Williams Mercedes,21,20:52:58,29.033,29.033
1,77,Valtteri BottasBOT,Mercedes,22,20:53:46,29.234,29.234
1,8,Romain GrosjeanGRO,Haas Ferrari,23,20:56:19,29.456,29.456
1,44,Lewis HamiltonHAM,Mercedes,26,21:00:55,28.930,28.930
1,18,Lance StrollSTR,Racing Point BWT Mercedes,31,21:10:22,29.482,29.482
1,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,32,21:12:09,32.482,32.482
1,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,34,21:16:02,29.070,29.070
1,3,Daniel RicciardoRIC,Renault,34,21:16:25,30.756,30.756
2,8,Romain GrosjeanGRO,Haas Ferrari,35,21:18:29,43.576,1:13.032
2,27,Nico HulkenbergHUL,Renault,36,21:19:55,29.152,58.715
2,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,36,21:20:05,34.711,1:03.510
2,55,Carlos SainzSAI,McLaren Renault,35,21:20:33,30.623,1:40.503
2,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,36,21:20:38,28.960,58.030
2,18,Lance StrollSTR,Racing Point BWT Mercedes,41,21:32:33,39.188,1:08.670
2,88,Robert KubicaKUB,Williams Mercedes,44,21:38:24,30.321,59.354
3,18,Lance StrollSTR,Racing Point BWT Mercedes,44,21:39:08,29.460,1:38.130
2,20,Kevin MagnussenMAG,Haas Ferrari,56,22:04:12,30.916,1:00.319
