Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,5,16:23:10,21.013,21.013
1,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,6,16:25:08,21.401,21.401
1,20,Kevin MagnussenMAG,Haas Ferrari,7,16:26:55,20.118,20.118
1,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,7,16:27:02,20.776,20.776
1,27,Nico HulkenbergHUL,Renault,8,16:28:49,21.325,21.325
1,4,Lando NorrisNOR,McLaren Renault,9,16:30:25,19.819,19.819
1,11,Sergio PerezPER,Racing Point BWT Mercedes,10,16:32:13,20.939,20.939
1,18,Lance StrollSTR,Racing Point BWT Mercedes,10,16:32:27,23.099,23.099
1,3,Daniel RicciardoRIC,Renault,10,16:32:28,20.884,20.884
1,5,Sebastian VettelVET,Ferrari,11,16:33:45,19.981,19.981
1,77,Valtteri BottasBOT,Mercedes,12,16:35:24,20.006,20.006
1,55,Carlos SainzSAI,McLaren Renault,12,16:35:58,19.755,19.755
1,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,12,16:36:16,20.720,20.720
1,44,Lewis HamiltonHAM,Mercedes,13,16:37:17,19.993,19.993
1,33,Max VerstappenVER,Red Bull Racing Honda,14,16:39:16,20.973,20.973
1,88,Robert KubicaKUB,Williams Mercedes,14,16:40:06,15.069,15.069
2,88,Robert KubicaKUB,Williams Mercedes,23,16:57:00,21.037,36.106
1,63,George RussellRUS,Williams Mercedes,25,17:00:30,20.475,20.475
1,16,Charles LeclercLEC,Ferrari,34,17:14:53,20.382,20.382
2,27,Nico HulkenbergHUL,Renault,34,17:16:30,20.870,42.195
1,8,Romain GrosjeanGRO,Haas Ferrari,34,17:16:33,20.906,20.906
2,63,George RussellRUS,Williams Mercedes,38,17:24:45,20.751,41.226
2,4,Lando NorrisNOR,McLaren Renault,39,17:25:02,22.080,41.899
2,20,Kevin MagnussenMAG,Haas Ferrari,39,17:26:07,20.859,40.977
3,88,Robert KubicaKUB,Williams Mercedes,42,17:33:14,20.703,56.809
2,16,Charles LeclercLEC,Ferrari,47,17:39:16,19.857,40.239
