Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,3,Daniel RicciardoRIC,Renault,1,15:16:08,27.620,27.620
1,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1,15:16:10,39.046,39.046
1,55,Carlos SainzSAI,McLaren Renault,1,15:16:37,59.291,59.291
2,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,2,15:19:12,25.005,1:04.051
1,27,Nico HulkenbergHUL,Renault,11,15:37:54,23.475,23.475
1,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,13,15:41:31,22.772,22.772
1,18,Lance StrollSTR,Racing Point BWT Mercedes,14,15:43:25,22.774,22.774
1,5,Sebastian VettelVET,Ferrari,15,15:44:47,22.863,22.863
1,11,Sergio PerezPER,Racing Point BWT Mercedes,15,15:45:09,23.133,23.133
1,8,Romain GrosjeanGRO,Haas Ferrari,16,15:46:59,22.912,22.912
1,4,Lando NorrisNOR,McLaren Renault,19,15:52:24,23.182,23.182
1,16,Charles LeclercLEC,Ferrari,21,15:55:38,22.449,22.449
1,44,Lewis HamiltonHAM,Mercedes,22,15:57:31,23.497,23.497
1,77,Valtteri BottasBOT,Mercedes,23,15:59:25,22.579,22.579
1,23,Alexander AlbonALB,Red Bull Racing Honda,23,16:00:08,22.506,22.506
1,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,24,16:01:55,22.834,22.834
1,20,Kevin MagnussenMAG,Haas Ferrari,25,16:04:08,22.584,22.584
1,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,29,16:11:12,23.044,23.044
2,18,Lance StrollSTR,Racing Point BWT Mercedes,30,16:13:12,25.250,48.024
1,63,George RussellRUS,Williams Mercedes,30,16:13:41,22.442,22.442
2,27,Nico HulkenbergHUL,Renault,31,16:15:01,23.000,46.475
3,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,31,16:15:33,26.891,1:30.942
1,88,Robert KubicaKUB,Williams Mercedes,31,16:15:35,24.247,24.247
2,5,Sebastian VettelVET,Ferrari,33,16:17:35,22.786,45.649
