Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:19.376,1:19.473,1:20.899,12
2,23,Heikki KovalainenKOV,McLaren Mercedes,1:19.945,1:19.480,1:21.140,16
3,2,Felipe MassaMAS,Ferrari,1:19.578,1:19.068,1:21.191,16
4,4,Robert KubicaKUB,Sauber BMW,1:20.053,1:19.776,1:21.281,19
5,12,Timo GlockGLO,Toyota,1:19.980,1:19.246,1:21.326,24
6,1,Kimi RäikkönenRAI,Ferrari,1:20.006,1:19.546,1:21.516,19
7,5,Fernando AlonsoALO,Renault,1:20.229,1:19.816,1:21.698,15
8,10,Mark WebberWEB,Red Bull Renault,1:20.073,1:20.046,1:21.732,18
9,11,Jarno TrulliTRU,Toyota,1:19.942,1:19.486,1:21.767,20
10,6,Nelson PiquetPIQ,Renault,1:20.583,1:20.131,1:22.371,19
11,15,Sebastian VettelVET,STR Ferrari,1:20.157,1:20.144,,17
12,16,Jenson ButtonBUT,Honda,1:20.888,1:20.332,,15
13,9,David CoulthardCOU,Red Bull Renault,1:20.505,1:20.502,,16
14,14,Sebastien BourdaisBOU,STR Ferrari,1:20.640,1:20.963,,16
15,7,Nico RosbergROS,Williams Toyota,1:20.748,,,10
16,3,Nick HeidfeldHEI,Sauber BMW,1:21.045,,,7
17,8,Kazuki NakajimaNAK,Williams Toyota,1:21.085,,,9
18,17,Rubens BarrichelloBAR,Honda,1:21.332,,,8
19,21,Giancarlo FisichellaFIS,Force India Ferrari,1:21.670,,,9
20,20,Adrian SutilSUT,Force India Ferrari,1:22.113,,,10
