Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,2,Felipe MassaMAS,Ferrari,1:35.347,1:34.412,1:35.748,17
2,1,Kimi RäikkönenRAI,Ferrari,1:35.645,1:34.188,1:36.230,13
3,23,Heikki KovalainenKOV,McLaren Mercedes,1:35.227,1:34.759,1:36.613,12
4,22,Lewis HamiltonHAM,McLaren Mercedes,1:35.392,1:34.627,1:36.709,18
5,11,Jarno TrulliTRU,Toyota,1:35.205,1:34.825,1:36.711,18
6,4,Robert KubicaKUB,Sauber BMW,1:35.794,1:34.811,1:36.727,13
7,3,Nick HeidfeldHEI,Sauber BMW,1:35.729,1:34.648,1:36.753,13
8,10,Mark WebberWEB,Red Bull Renault,1:35.440,1:34.967,1:37.009,18
9,5,Fernando AlonsoALO,Renault,1:35.983,1:35.140,1:38.450,18
10,12,Timo GlockGLO,Toyota,1:35.891,1:35.000,1:39.656,20
11,16,Jenson ButtonBUT,Honda,1:35.847,1:35.208,,15
12,9,David CoulthardCOU,Red Bull Renault,1:36.058,1:35.408,,12
13,6,Nelson PiquetPIQ,Renault,1:36.074,1:35.562,,12
14,17,Rubens BarrichelloBAR,Honda,1:36.198,1:35.622,,15
15,15,Sebastian VettelVET,STR Ferrari,1:36.111,1:35.648,,15
16,7,Nico RosbergROS,Williams Toyota,1:35.843,1:35.670,,13
17,21,Giancarlo FisichellaFIS,Force India Ferrari,1:36.240,,,9
18,8,Kazuki NakajimaNAK,Williams Toyota,1:36.388,,,9
19,14,Sebastien BourdaisBOU,STR Ferrari,1:36.677,,,8
20,18,Takuma SatoSAT,Super Aguri Honda,1:37.087,,,9
21,20,Adrian SutilSUT,Force India Ferrari,1:37.101,,,10
22,19,Anthony DavidsonDAV,Super Aguri Honda,1:37.481,,,9
