Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:55.516,1:54.029,1:53.860,21
2,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:56.641,1:55.302,1:54.455,23
3,1,Sebastian VettelVET,Red Bull Racing Renault,1:55.926,1:54.499,1:54.960,23
4,6,Nico RosbergROS,Mercedes,1:56.058,1:55.294,1:55.143,22
5,14,Fernando AlonsoALO,Ferrari,1:56.961,1:55.765,1:55.637,21
6,19,Felipe MassaMAS,Williams Mercedes,1:56.850,1:56.757,1:56.147,24
7,77,Valtteri BottasBOT,Williams Mercedes,1:56.501,1:56.253,1:56.282,24
8,27,Nico HulkenbergHUL,Force India Mercedes,1:55.913,1:56.847,1:56.366,23
9,25,Jean-Eric VergneVER,STR Renault,1:57.477,1:56.584,1:56.773,23
10,8,Romain GrosjeanGRO,Lotus Renault,1:58.411,1:56.407,1:57.079,22
11,7,Kimi RäikkönenRAI,Ferrari,1:58.279,1:56.860,,17
12,22,Jenson ButtonBUT,McLaren Mercedes,1:57.783,1:56.963,,17
13,26,Daniil KvyatKVY,STR Renault,1:57.261,1:57.289,,18
14,99,Adrian SutilSUT,Sauber Ferrari,1:58.138,1:57.393,,17
15,20,Kevin MagnussenMAG,McLaren Mercedes,1:57.369,1:57.675,,17
16,11,Sergio PerezPER,Force India Mercedes,1:58.362,1:58.264,,17
17,21,Esteban Gutierrez GUT,Sauber Ferrari,1:58.988,,,10
18,10,Kamui KobayashiKOB,Caterham Renault,1:59.260,,,10
19,17,Jules BianchiBIA,Marussia Ferrari,1:59.326,,,10
20,9,Marcus EricssonERI,Caterham Renault,2:00.646,,,10
21,4,Max ChiltonCHI,Marussia Ferrari,2:00.865,,,10
22,13,Pastor MaldonadoMAL,Lotus Renault,,,,0
