Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:31.699,1:42.890,1:44.231,22
2,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:30.775,1:42.295,1:44.548,20
3,6,Nico RosbergROS,Mercedes,1:32.564,1:42.264,1:44.595,21
4,20,Kevin MagnussenMAG,McLaren Mercedes,1:30.949,1:43.247,1:45.745,19
5,14,Fernando AlonsoALO,Ferrari,1:31.388,1:42.805,1:45.819,21
6,25,Jean-Eric VergneVER,STR Renault,1:33.488,1:43.849,1:45.864,21
7,27,Nico HulkenbergHUL,Force India Mercedes,1:33.893,1:43.658,1:46.030,20
8,26,Daniil KvyatKVY,STR Renault,1:33.777,1:44.331,1:47.368,20
9,19,Felipe MassaMAS,Williams Mercedes,1:31.228,1:44.242,1:48.079,21
10,77,Valtteri BottasBOT,Williams Mercedes,1:31.601,1:43.852,1:48.147,19
11,22,Jenson ButtonBUT,McLaren Mercedes,1:31.396,1:44.437,,13
12,7,Kimi RäikkönenRAI,Ferrari,1:32.439,1:44.494,,13
13,1,Sebastian VettelVET,Red Bull Racing Renault,1:31.931,1:44.668,,13
14,99,Adrian SutilSUT,Sauber Ferrari,1:33.673,1:45.655,,12
15,10,Kamui KobayashiKOB,Caterham Renault,1:34.274,1:45.867,,13
16,11,Sergio PerezPER,Force India Mercedes,1:34.141,1:47.293,,13
17,4,Max ChiltonCHI,Marussia Ferrari,1:34.293,,,5
18,17,Jules BianchiBIA,Marussia Ferrari,1:34.794,,,5
19,21,Esteban Gutierrez GUT,Sauber Ferrari,1:35.117,,,7
20,9,Marcus EricssonERI,Caterham Renault,1:35.157,,,5
21,8,Romain GrosjeanGRO,Lotus Renault,1:36.993,,,6
NC,13,Pastor MaldonadoMAL,Lotus Renault,DNF,,,3
