Pos,No,Driver,Car,Lap,Time
1,15,Alain ProstPRO,Renault,32,1:14.212
2,5,Nelson PiquetPIQ,Brabham BMW,36,1:14.327
3,12,Nigel MansellMAN,Lotus Ford,49,1:14.434
4,27,Patrick TambayTAM,Ferrari,62,1:14.805
5,6,Riccardo PatresePAT,Brabham BMW,4,1:14.857
6,22,Andrea de CesarisDEC,Alfa Romeo,64,1:15.032
7,9,Manfred WinkelhockWIN,ATS BMW,28,1:15.144
8,23,Mauro BaldiBAL,Alfa Romeo,65,1:15.207
9,28,Rene ArnouxARN,Ferrari,7,1:15.214
10,35,Derek WarwickWAR,Toleman Hart,24,1:15.856
11,8,Niki LaudaLAU,McLaren TAG,60,1:15.923
12,7,John WatsonWAT,McLaren TAG,14,1:16.090
13,2,Jacques LaffiteLAF,Williams Honda,36,1:16.228
14,16,Eddie  CheeverCHE,Renault,2,1:16.261
15,25,Jean-Pierre JarierJAR,Ligier Ford,53,1:16.477
16,1,Keke RosbergROS,Williams Honda,52,1:16.887
17,3,Michele AlboretoALB,Tyrrell Ford,55,1:17.456
18,26,Raul BoeselBOE,Ligier Ford,47,1:17.659
19,4,Danny SullivanSUL,Tyrrell Ford,60,1:17.858
20,30,Thierry BoutsenBOU,Arrows Ford,59,1:17.913
21,40,Stefan JohanssonJOH,Spirit Honda,3,1:17.934
22,33,Roberto GuerreroGUE,Theodore Ford,56,1:18.351
23,29,Marc SurerSUR,Arrows Ford,63,1:18.552
24,32,Piercarlo GhinzaniGHI,Osella Ford,37,1:19.920
25,11,Elio de AngelisDEA,Lotus Ford,1,1:23.401
26,36,Bruno GiacomelliGIA,Toleman Hart,1,1:29.957
