Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:33.350,,25
2,55,Carlos SainzSAI,Ferrari,1:33.428,+0.078s,24
3,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:33.476,+0.126s,22
4,4,Lando NorrisNOR,McLaren Mercedes,1:33.522,+0.172s,24
5,44,Lewis HamiltonHAM,Mercedes,1:33.540,+0.190s,21
6,63,George RussellRUS,Mercedes,1:33.695,+0.345s,25
7,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:33.725,+0.375s,22
8,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:33.974,+0.624s,28
9,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:34.042,+0.692s,25
10,31,Esteban OconOCO,Alpine Renault,1:34.066,+0.716s,24
11,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:34.568,+1.218s,25
12,10,Pierre GaslyGAS,Alpine Renault,1:34.639,+1.289s,23
13,23,Alexander AlbonALB,Williams Mercedes,1:34.657,+1.307s,19
14,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:34.802,+1.452s,25
15,20,Kevin MagnussenMAG,Haas Ferrari,1:34.887,+1.537s,23
16,40,Liam LawsonLAW,AlphaTauri Honda RBPT,1:34.894,+1.544s,27
17,27,Nico HulkenbergHUL,Haas Ferrari,1:34.985,+1.635s,22
18,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:35.456,+2.106s,25
19,81,Oscar PiastriPIA,McLaren Mercedes,1:35.474,+2.124s,22
20,2,Logan SargeantSAR,Williams Mercedes,1:35.778,+2.428s,24
