Pos,No,Driver,Car,Time,Gap,Laps
1,63,George RussellRUS,Mercedes,1:26.072,,26
2,34,Felipe DrugovichDRU,Aston Martin Aramco Mercedes,1:26.360,+0.288s,26
3,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,1:26.433,+0.361s,26
4,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:26.453,+0.381s,21
5,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:26.631,+0.559s,21
6,81,Oscar PiastriPIA,McLaren Mercedes,1:26.665,+0.593s,25
7,55,Carlos SainzSAI,Ferrari,1:26.676,+0.604s,24
8,39,Robert ShwartzmanSHW,Ferrari,1:26.703,+0.631s,25
9,10,Pierre GaslyGAS,Alpine Renault,1:26.720,+0.648s,26
10,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:26.725,+0.653s,27
11,2,Logan SargeantSAR,Williams Mercedes,1:26.742,+0.670s,27
12,42,Frederik VestiVES,Mercedes,1:26.815,+0.743s,27
13,61,Jack DoohanDOO,Alpine Renault,1:26.865,+0.793s,23
14,98,Theo PourchairePOU,Alfa Romeo Ferrari,1:27.093,+1.021s,20
15,29,Patricio O'WardOWA,McLaren Mercedes,1:27.114,+1.042s,23
16,36,Jake DennisDEN,Red Bull Racing Honda RBPT,1:27.208,+1.136s,24
17,37,Isack HadjarHAD,Red Bull Racing Honda RBPT,1:27.244,+1.172s,20
18,45,Zak O'SullivanOSU,Williams Mercedes,1:27.460,+1.388s,28
19,20,Kevin MagnussenMAG,Haas Ferrari,1:27.462,+1.390s,26
20,50,Oliver BearmanBEA,Haas Ferrari,1:27.569,+1.497s,24
