Pos,No,Driver,Car,Time,Gap,Laps
1,55,Carlos SainzSAI,Ferrari,1:13.372,,26
2,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:13.710,+0.338s,28
3,44,Lewis HamiltonHAM,Mercedes,1:14.035,+0.663s,27
4,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:14.038,+0.666s,27
5,16,Charles LeclercLEC,Ferrari,1:14.093,+0.721s,24
6,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:14.244,+0.872s,26
7,4,Lando NorrisNOR,McLaren Mercedes,1:14.467,+1.095s,25
8,31,Esteban OconOCO,Alpine Renault,1:14.585,+1.213s,29
9,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:14.653,+1.281s,28
10,23,Alexander AlbonALB,Williams Mercedes,1:14.666,+1.294s,32
11,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:14.718,+1.346s,29
12,20,Kevin MagnussenMAG,Haas Ferrari,1:14.725,+1.353s,29
13,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:14.820,+1.448s,29
14,10,Pierre GaslyGAS,Alpine Renault,1:14.866,+1.494s,30
15,63,George RussellRUS,Mercedes,1:15.066,+1.694s,24
16,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:15.083,+1.711s,33
17,81,Oscar PiastriPIA,McLaren Mercedes,1:15.192,+1.820s,32
18,2,Logan SargeantSAR,Williams Mercedes,1:15.557,+2.185s,30
19,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:15.684,+2.312s,25
20,27,Nico HulkenbergHUL,Haas Ferrari,1:15.785,+2.413s,17
