Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:14.606,,32
2,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:15.374,+0.768s,32
3,31,Esteban OconOCO,Alpine Renault,1:15.418,+0.812s,28
4,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:15.504,+0.898s,27
5,10,Pierre GaslyGAS,Alpine Renault,1:15.545,+0.939s,27
6,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:15.547,+0.941s,24
7,20,Kevin MagnussenMAG,Haas Ferrari,1:15.689,+1.083s,22
8,16,Charles LeclercLEC,Ferrari,1:15.694,+1.088s,28
9,55,Carlos SainzSAI,Ferrari,1:15.726,+1.120s,27
10,63,George RussellRUS,Mercedes,1:15.753,+1.147s,32
11,4,Lando NorrisNOR,McLaren Mercedes,1:15.783,+1.177s,25
12,44,Lewis HamiltonHAM,Mercedes,1:15.845,+1.239s,29
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:15.906,+1.300s,24
14,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:15.915,+1.309s,27
15,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:15.939,+1.333s,25
16,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:15.978,+1.372s,24
17,81,Oscar PiastriPIA,McLaren Mercedes,1:16.353,+1.747s,26
18,27,Nico HulkenbergHUL,Haas Ferrari,1:16.461,+1.855s,28
19,2,Logan SargeantSAR,Williams Mercedes,1:16.506,+1.900s,30
20,23,Alexander AlbonALB,Williams Mercedes,1:16.630,+2.024s,28
