Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:05.742,,30
2,55,Carlos SainzSAI,Ferrari,1:05.983,+0.241s,32
3,16,Charles LeclercLEC,Ferrari,1:06.012,+0.270s,33
4,44,Lewis HamiltonHAM,Mercedes,1:06.251,+0.509s,34
5,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:06.262,+0.520s,32
6,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:06.340,+0.598s,29
7,20,Kevin MagnussenMAG,Haas Ferrari,1:06.497,+0.755s,27
8,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:06.656,+0.914s,31
9,63,George RussellRUS,Mercedes,1:06.696,+0.954s,28
10,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:06.780,+1.038s,33
11,23,Alexander AlbonALB,Williams Mercedes,1:06.794,+1.052s,23
12,81,Oscar PiastriPIA,McLaren Mercedes,1:06.809,+1.067s,36
13,27,Nico HulkenbergHUL,Haas Ferrari,1:06.846,+1.104s,30
14,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:06.847,+1.105s,33
15,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,1:06.985,+1.243s,34
16,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,1:07.017,+1.275s,36
17,2,Logan SargeantSAR,Williams Mercedes,1:07.018,+1.276s,25
18,31,Esteban OconOCO,Alpine Renault,1:07.202,+1.460s,30
19,10,Pierre GaslyGAS,Alpine Renault,1:07.287,+1.545s,28
20,4,Lando NorrisNOR,McLaren Mercedes,1:07.368,+1.626s,20
