Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Lewis HamiltonHAM,McLaren Mercedes,70,1:33:53.456,25
2,1,Jenson ButtonBUT,McLaren Mercedes,70,+2.254s,18
3,8,Fernando AlonsoALO,Ferrari,70,+9.214s,15
4,5,Sebastian VettelVET,RBR Renault,70,+37.817s,12
5,6,Mark WebberWEB,RBR Renault,70,+39.291s,10
6,4,Nico RosbergROS,Mercedes,70,+56.084s,8
7,11,Robert KubicaKUB,Renault,70,+57.300s,6
8,16,Sebastien BuemiBUE,STR Ferrari,69,+1 lap,4
9,15,Vitantonio LiuzziLIU,Force India Mercedes,69,+1 lap,2
10,14,Adrian SutilSUT,Force India Mercedes,69,+1 lap,1
11,3,Michael SchumacherMSC,Mercedes,69,+1 lap,0
12,17,Jaime AlguersuariALG,STR Ferrari,69,+1 lap,0
13,10,Nico HulkenbergHUL,Williams Cosworth,69,+1 lap,0
14,9,Rubens BarrichelloBAR,Williams Cosworth,69,+1 lap,0
15,7,Felipe MassaMAS,Ferrari,69,+1 lap,0
16,19,Heikki KovalainenKOV,Lotus Cosworth,68,+2 laps,0
17,12,Vitaly PetrovPET,Renault,68,+2 laps,0
18,20,Karun ChandhokCHD,HRT Cosworth,66,+4 laps,0
19,25,Lucas di GrassiDIG,Virgin Cosworth,65,+5 laps,0
NC,24,Timo GlockGLO,Virgin Cosworth,50,DNF,0
NC,18,Jarno TrulliTRU,Lotus Cosworth,42,DNF,0
NC,22,Pedro de la RosaDLR,Sauber Ferrari,30,DNF,0
NC,21,Bruno SennaSEN,HRT Cosworth,13,DNF,0
NC,23,Kamui KobayashiKOB,Sauber Ferrari,1,DNF,0
