Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Sebastian VettelVET,RBR Renault,57,1:40:29.571,25
2,2,Lewis HamiltonHAM,McLaren Mercedes,57,+5.042s,18
3,1,Jenson ButtonBUT,McLaren Mercedes,57,+12.658s,15
4,9,Rubens BarrichelloBAR,Williams Cosworth,57,+25.627s,12
5,11,Robert KubicaKUB,Renault,57,+27.122s,10
6,14,Adrian SutilSUT,Force India Mercedes,57,+30.168s,8
7,23,Kamui KobayashiKOB,Sauber Ferrari,57,+30.965s,6
8,8,Fernando AlonsoALO,Ferrari,57,+32.809s,4
9,16,Sebastien BuemiBUE,STR Ferrari,57,+36.299s,2
10,4,Nico RosbergROS,Mercedes,57,+44.382s,1
11,7,Felipe MassaMAS,Ferrari,57,+46.621s,0
12,22,Pedro de la RosaDLR,Sauber Ferrari,57,+47.414s,0
13,17,Jaime AlguersuariALG,STR Ferrari,57,+48.239s,0
14,12,Vitaly PetrovPET,Renault,57,+48.287s,0
15,3,Michael SchumacherMSC,Mercedes,57,+48.826s,0
16,15,Vitantonio LiuzziLIU,Force India Mercedes,57,+50.890s,0
17,25,Lucas di GrassiDIG,Virgin Cosworth,56,+1 lap,0
18,20,Karun ChandhokCHD,HRT Cosworth,55,+2 laps,0
19,24,Timo GlockGLO,Virgin Cosworth,55,+2 laps,0
20,21,Bruno SennaSEN,HRT Cosworth,55,+2 laps,0
21,18,Jarno TrulliTRU,Lotus Cosworth,53,+4 laps,0
NC,10,Nico HulkenbergHUL,Williams Cosworth,49,DNF,0
NC,19,Heikki KovalainenKOV,Lotus Cosworth,8,DNF,0
NC,6,Mark WebberWEB,RBR Renault,8,DNF,0
