Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Jenson ButtonBUT,McLaren Mercedes,58,1:33:36.531,25
2,11,Robert KubicaKUB,Renault,58,+12.034s,18
3,7,Felipe MassaMAS,Ferrari,58,+14.488s,15
4,8,Fernando AlonsoALO,Ferrari,58,+16.304s,12
5,4,Nico RosbergROS,Mercedes,58,+16.683s,10
6,2,Lewis HamiltonHAM,McLaren Mercedes,58,+29.898s,8
7,15,Vitantonio LiuzziLIU,Force India Mercedes,58,+59.847s,6
8,9,Rubens BarrichelloBAR,Williams Cosworth,58,+60.536s,4
9,6,Mark WebberWEB,RBR Renault,58,+67.319s,2
10,3,Michael SchumacherMSC,Mercedes,58,+69.391s,1
11,17,Jaime AlguersuariALG,STR Ferrari,58,+71.301s,0
12,22,Pedro de la RosaDLR,Sauber Ferrari,58,+74.084s,0
13,19,Heikki KovalainenKOV,Lotus Cosworth,56,+2 laps,0
14,20,Karun ChandhokCHD,HRT Cosworth,53,+5 laps,0
NC,24,Timo GlockGLO,Virgin Cosworth,41,DNF,0
NC,25,Lucas di GrassiDIG,Virgin Cosworth,26,DNF,0
NC,5,Sebastian VettelVET,RBR Renault,25,DNF,0
NC,14,Adrian SutilSUT,Force India Mercedes,9,DNF,0
NC,12,Vitaly PetrovPET,Renault,9,DNF,0
NC,21,Bruno SennaSEN,HRT Cosworth,4,DNF,0
NC,16,Sebastien BuemiBUE,STR Ferrari,0,DNF,0
NC,10,Nico HulkenbergHUL,Williams Cosworth,0,DNF,0
NC,23,Kamui KobayashiKOB,Sauber Ferrari,0,DNF,0
NC,18,Jarno TrulliTRU,Lotus Cosworth,,DNS,0
