Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Mark WebberWEB,RBR Renault,66,1:35:44.101,25
2,8,Fernando AlonsoALO,Ferrari,66,+24.065s,18
3,5,Sebastian VettelVET,RBR Renault,66,+51.338s,15
4,3,Michael SchumacherMSC,Mercedes,66,+62.195s,12
5,1,Jenson ButtonBUT,McLaren Mercedes,66,+63.728s,10
6,7,Felipe MassaMAS,Ferrari,66,+65.767s,8
7,14,Adrian SutilSUT,Force India Mercedes,66,+72.941s,6
8,11,Robert KubicaKUB,Renault,66,+73.677s,4
9,9,Rubens BarrichelloBAR,Williams Cosworth,65,+1 lap,2
10,17,Jaime AlguersuariALG,STR Ferrari,65,+1 lap,1
11,12,Vitaly PetrovPET,Renault,65,+1 lap,0
12,23,Kamui KobayashiKOB,Sauber Ferrari,65,+1 lap,0
13,4,Nico RosbergROS,Mercedes,65,+1 lap,0
14,2,Lewis HamiltonHAM,McLaren Mercedes,64,DNF,0
15,15,Vitantonio LiuzziLIU,Force India Mercedes,64,DNF,0
16,10,Nico HulkenbergHUL,Williams Cosworth,64,+2 laps,0
17,18,Jarno TrulliTRU,Lotus Cosworth,63,+3 laps,0
18,24,Timo GlockGLO,Virgin Cosworth,63,+3 laps,0
19,25,Lucas di GrassiDIG,Virgin Cosworth,62,+4 laps,0
NC,16,Sebastien BuemiBUE,STR Ferrari,42,DNF,0
NC,20,Karun ChandhokCHD,HRT Cosworth,27,DNF,0
NC,22,Pedro de la RosaDLR,Sauber Ferrari,18,DNF,0
NC,21,Bruno SennaSEN,HRT Cosworth,0,DNF,0
NC,19,Heikki KovalainenKOV,Lotus Cosworth,,DNS,0
