Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Mark WebberWEB,RBR Renault,78,1:50:13.355,25
2,5,Sebastian VettelVET,RBR Renault,78,+0.448s,18
3,11,Robert KubicaKUB,Renault,78,+1.675s,15
4,7,Felipe MassaMAS,Ferrari,78,+2.666s,12
5,2,Lewis HamiltonHAM,McLaren Mercedes,78,+4.363s,10
6,8,Fernando AlonsoALO,Ferrari,78,+6.341s,8
7,4,Nico RosbergROS,Mercedes,78,+6.651s,6
8,14,Adrian SutilSUT,Force India Mercedes,78,+6.970s,4
9,15,Vitantonio LiuzziLIU,Force India Mercedes,78,+7.305s,2
10,16,Sebastien BuemiBUE,STR Ferrari,78,+8.199s,1
11,17,Jaime AlguersuariALG,STR Ferrari,78,+9.135s,0
12,3,Michael SchumacherMSC,Mercedes,78,+25.712s,0
13,12,Vitaly PetrovPET,Renault,73,DNF,0
14,20,Karun ChandhokCHD,HRT Cosworth,70,DNF,0
15,18,Jarno TrulliTRU,Lotus Cosworth,70,DNF,0
NC,19,Heikki KovalainenKOV,Lotus Cosworth,58,DNF,0
NC,21,Bruno SennaSEN,HRT Cosworth,58,DNF,0
NC,9,Rubens BarrichelloBAR,Williams Cosworth,30,DNF,0
NC,23,Kamui KobayashiKOB,Sauber Ferrari,26,DNF,0
NC,25,Lucas di GrassiDIG,Virgin Cosworth,25,DNF,0
NC,24,Timo GlockGLO,Virgin Cosworth,22,DNF,0
NC,22,Pedro de la RosaDLR,Sauber Ferrari,21,DNF,0
NC,1,Jenson ButtonBUT,McLaren Mercedes,2,DNF,0
NC,10,Nico HulkenbergHUL,Williams Cosworth,0,DNF,0
