Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Mark WebberWEB,RBR Renault,52,1:24:38.200,25
2,2,Lewis HamiltonHAM,McLaren Mercedes,52,+1.360s,18
3,4,Nico RosbergROS,Mercedes,52,+21.307s,15
4,1,Jenson ButtonBUT,McLaren Mercedes,52,+21.986s,12
5,9,Rubens BarrichelloBAR,Williams Cosworth,52,+31.456s,10
6,23,Kamui KobayashiKOB,Sauber Ferrari,52,+32.171s,8
7,5,Sebastian VettelVET,RBR Renault,52,+36.734s,6
8,14,Adrian SutilSUT,Force India Mercedes,52,+40.932s,4
9,3,Michael SchumacherMSC,Mercedes,52,+41.599s,2
10,10,Nico HulkenbergHUL,Williams Cosworth,52,+42.012s,1
11,15,Vitantonio LiuzziLIU,Force India Mercedes,52,+42.459s,0
12,16,Sebastien BuemiBUE,STR Ferrari,52,+47.627s,0
13,12,Vitaly PetrovPET,Renault,52,+59.374s,0
14,8,Fernando AlonsoALO,Ferrari,52,+62.385s,0
15,7,Felipe MassaMAS,Ferrari,52,+67.489s,0
16,18,Jarno TrulliTRU,Lotus Cosworth,51,+1 lap,0
17,19,Heikki KovalainenKOV,Lotus Cosworth,51,+1 lap,0
18,24,Timo GlockGLO,Virgin Cosworth,50,+2 laps,0
19,20,Karun ChandhokCHD,HRT Cosworth,50,+2 laps,0
20,21,Sakon YamamotoYAM,HRT Cosworth,50,+2 laps,0
NC,17,Jaime AlguersuariALG,STR Ferrari,44,DNF,0
NC,22,Pedro de la RosaDLR,Sauber Ferrari,29,DNF,0
NC,11,Robert KubicaKUB,Renault,19,DNF,0
NC,25,Lucas di GrassiDIG,Virgin Cosworth,9,DNF,0
