Pos,No,Driver,Car,Lap,Time of day,Time,Avg speed
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,67,14:54:08,1:20.472,192.767
2,4,Lando NorrisNOR,McLaren Mercedes,67,14:54:39,1:21.517,190.296
3,81,Oscar PiastriPIA,McLaren Mercedes,69,14:57:26,1:21.532,190.261
4,16,Charles LeclercLEC,Ferrari,60,14:45:04,1:21.631,190.030
5,10,Pierre GaslyGAS,Alpine Renault,66,14:53:08,1:21.645,189.998
6,63,George RussellRUS,Mercedes,66,14:53:09,1:21.645,189.998
7,31,Esteban OconOCO,Alpine Renault,64,14:50:21,1:21.771,189.705
8,22,Yuki TsunodaTSU,RB Honda RBPT,69,14:57:33,1:21.828,189.573
9,44,Lewis HamiltonHAM,Mercedes,69,14:57:42,1:22.041,189.081
10,30,Liam LawsonLAW,RB Honda RBPT,67,14:54:57,1:22.123,188.892
11,11,Sergio PerezPER,Red Bull Racing Honda RBPT,67,14:54:58,1:22.143,188.846
12,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,59,14:44:12,1:22.293,188.502
13,50,Oliver BearmanBEA,Haas Ferrari,64,14:50:55,1:22.494,188.042
14,77,Valtteri BottasBOT,Kick Sauber Ferrari,67,14:55:09,1:22.877,187.173
15,24,Zhou GuanyuZHO,Kick Sauber Ferrari,65,14:52:37,1:23.058,186.765
16,27,Nico HulkenbergHUL,Haas Ferrari,21,13:20:03,1:23.764,185.191
17,55,Carlos SainzSAI,Ferrari,19,13:17:23,1:24.201,184.230
18,43,Franco ColapintoCOL,Williams Mercedes,21,13:20:12,1:24.296,184.022
