Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:18.310
2,11,Clay RegazzoniREG,Ferrari,1:18.910
3,5,Emerson FittipaldiFIT,McLaren Ford,1:19.560
4,33,Mike HailwoodHAI,McLaren Ford,1:19.680
5,3,Jody ScheckterSCH,Tyrrell Ford,1:19.910
6,24,James HuntHUN,March Ford,1:19.950
7,17,Jean-Pierre JarierJAR,Shadow Ford,1:20.070
8,4,Patrick DepaillerDEP,Tyrrell Ford,1:20.140
9,6,Denny HulmeHUL,McLaren Ford,1:20.150
10,1,Ronnie PetersonPET,Lotus Ford,1:20.220
11,16,Tom PrycePRY,Shadow Ford,1:20.440
12,7,Carlos ReutemannREU,Brabham Ford,1:20.450
13,28,John WatsonWAT,Brabham Ford,1:20.780
14,27,Guy EdwardsEDW,Lola Ford,1:21.000
15,10,Vittorio BrambillaBRA,March Ford,1:21.010
16,14,Jean-Pierre BeltoiseBEL,BRM,1:21.040
17,22,Vern SchuppanSCH,Ensign Ford,1:21.140
18,2,Jacky IckxICK,Lotus Ford,1:21.210
19,26,Graham HillHIL,Lola Ford,1:21.220
20,19,Jochen MassMAS,Surtees Ford,1:21.270
21,20,Arturo MerzarioMER,Iso Marlboro Ford,1:21.520
22,9,Hans-Joachim StuckSTU,March Ford,1:21.530
23,8,Rikky von OpelVON,Brabham Ford,1:21.560
24,15,Henri PescaroloPES,BRM,1:21.840
25,37,Francois  MigaultMIG,BRM,1:22.340
