Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:18.440
2,1,Ronnie PetersonPET,Lotus Ford,1:18.470
3,11,Clay RegazzoniREG,Ferrari,1:18.780
4,5,Emerson FittipaldiFIT,McLaren Ford,1:19.250
5,2,Jacky IckxICK,Lotus Ford,1:19.280
6,7,Carlos ReutemannREU,Brabham Ford,1:19.370
7,20,Arturo MerzarioMER,Iso Marlboro Ford,1:19.540
8,56,Denny HulmeHUL,McLaren Ford,1:19.660
9,3,Jody ScheckterSCH,Tyrrell Ford,1:19.860
10,24,James HuntHUN,March Ford,1:19.870
11,14,Jean-Pierre BeltoiseBEL,BRM,1:20.030
12,17,Jean-Pierre JarierJAR,Shadow Ford,1:20.200
13,9,Hans-Joachim StuckSTU,March Ford,1:20.460
14,18,Carlos PacePAC,Surtees Ford,1:20.520
15,28,John WatsonWAT,Brabham Ford,1:20.540
16,4,Patrick DepaillerDEP,Tyrrell Ford,1:20.650
17,33,Mike HailwoodHAI,McLaren Ford,1:20.650
18,19,Jochen MassMAS,Surtees Ford,1:20.800
19,26,Graham HillHIL,Lola Ford,1:20.990
20,15,Henri PescaroloPES,BRM,1:21.320
21,16,Brian   RedmanRED,Shadow Ford,1:21.350
22,37,Francois  MigaultMIG,BRM,1:21.430
23,30,Chris AmonAMO,Amon Ford,1:21.790
24,8,Rikky von OpelVON,Brabham Ford,1:21.850
25,23,Tim   SchenkenSCH,Trojan Ford,1:21.890
