Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:35.400
2,7,Carlos ReutemannREU,Brabham Ford,1:35.560
3,5,Emerson FittipaldiFIT,McLaren Ford,1:35.760
4,8,Carlos PacePAC,Brabham Ford,1:35.910
5,3,Jody ScheckterSCH,Tyrrell Ford,1:35.940
6,1,Ronnie PetersonPET,Lotus Ford,1:36.000
7,24,James HuntHUN,March Ford,1:36.110
8,11,Clay RegazzoniREG,Ferrari,1:36.310
9,20,Arturo MerzarioMER,Iso Marlboro Ford,1:36.350
10,6,Denny HulmeHUL,McLaren Ford,1:36.390
11,28,John WatsonWAT,Brabham Ford,1:36.520
12,21,Jacques LaffiteLAF,Iso Marlboro Ford,1:36.860
13,27,Rolf StommelenSTO,Lola Ford,1:37.180
14,4,Patrick DepaillerDEP,Tyrrell Ford,1:37.250
15,9,Hans-Joachim StuckSTU,March Ford,1:37.370
16,16,Tom PrycePRY,Shadow Ford,1:37.390
17,33,David   HobbsHOB,McLaren Ford,1:37.410
18,14,Jean-Pierre BeltoiseBEL,BRM,1:37.430
19,23,Tim   SchenkenSCH,Trojan Ford,1:37.430
20,10,Vittorio BrambillaBRA,March Ford,1:37.470
21,26,Graham HillHIL,Lola Ford,1:37.540
22,2,Jacky IckxICK,Lotus Ford,1:38.090
23,17,Jean-Pierre JarierJAR,Shadow Ford,1:38.170
24,35,Ian AshleyASH,Token Ford,1:38.670
25,30,Dieter  Quester QUE,March Ford,1:38.880
