Pos,No,Driver,Car,Time
1,5,Emerson FittipaldiFIT,McLaren Ford,1:13.188
2,12,Niki LaudaLAU,Ferrari,1:13.230
3,3,Jody ScheckterSCH,Tyrrell Ford,1:13.302
4,7,Carlos ReutemannREU,Brabham Ford,1:13.482
5,17,Jean-Pierre JarierJAR,Shadow Ford,1:13.538
6,11,Clay RegazzoniREG,Ferrari,1:13.553
7,4,Patrick DepaillerDEP,Tyrrell Ford,1:13.634
8,24,James HuntHUN,March Ford,1:13.736
9,8,Carlos PacePAC,Brabham Ford,1:14.100
10,1,Ronnie PetersonPET,Lotus Ford,1:14.340
11,27,Rolf StommelenSTO,Lola Ford,1:14.449
12,33,Jochen MassMAS,McLaren Ford,1:14.486
13,16,Tom PrycePRY,Shadow Ford,1:14.631
14,6,Denny HulmeHUL,McLaren Ford,1:14.754
15,28,John WatsonWAT,Brabham Ford,1:14.757
16,55,Mario AndrettiAND,Parnelli Ford,1:14.923
17,14,Jean-Pierre BeltoiseBEL,BRM,1:15.021
18,21,Jacques LaffiteLAF,Iso Marlboro Ford,1:15.218
19,20,Arturo MerzarioMER,Iso Marlboro Ford,1:15.337
20,26,Graham HillHIL,Lola Ford,1:15.538
21,2,Jacky IckxICK,Lotus Ford,1:15.661
22,19,Helmuth  Koinigg KOI,Surtees Ford,1:15.668
23,9,Hans-Joachim StuckSTU,March Ford,1:15.709
24,66,Mark DonohueDON,Penske Ford,1:15.731
25,15,Chris AmonAMO,BRM,1:15.815
26,50,Eppie   WietzesWIE,Brabham Ford,1:16.311
