Pos,No,Driver,Car,Time
1,11,Clay RegazzoniREG,Ferrari,1:09.820
2,3,Jody ScheckterSCH,Tyrrell Ford,1:10.860
3,12,Niki LaudaLAU,Ferrari,1:11.040
4,5,Emerson FittipaldiFIT,McLaren Ford,1:11.070
5,1,Ronnie PetersonPET,Lotus Ford,1:11.210
6,20,Arturo MerzarioMER,Iso Marlboro Ford,1:11.290
7,14,Jean-Pierre BeltoiseBEL,BRM,1:11.390
8,18,Carlos PacePAC,Surtees Ford,1:11.460
9,24,James HuntHUN,March Ford,1:11.530
10,9,Hans-Joachim StuckSTU,March Ford,1:11.570
11,4,Patrick DepaillerDEP,Tyrrell Ford,1:11.600
12,6,Denny HulmeHUL,McLaren Ford,1:11.610
13,33,Mike HailwoodHAI,McLaren Ford,1:11.980
14,22,Vern SchuppanSCH,Ensign Ford,1:12.020
15,15,Henri PescaroloPES,BRM,1:12.330
16,2,Jacky IckxICK,Lotus Ford,1:12.420
17,17,Jean-Pierre JarierJAR,Shadow Ford,1:12.530
18,16,Brian   RedmanRED,Shadow Ford,1:12.730
19,28,John WatsonWAT,Brabham Ford,1:12.760
20,42,Tom PrycePRY,Token Ford,1:12.850
21,27,Guy EdwardsEDW,Lola Ford,1:13.330
22,8,Rikky von OpelVON,Brabham Ford,1:13.340
23,41,Tim   SchenkenSCH,Trojan Ford,1:13.360
24,7,Carlos ReutemannREU,Brabham Ford,1:13.470
25,37,Francois  MigaultMIG,BRM,1:13.490
26,19,Jochen MassMAS,Surtees Ford,1:13.810
27,34,Teddy PilettePIL,Brabham Ford,1:14.050
28,43,Gerard  Larrousse LAR,Brabham Ford,1:14.220
29,26,Graham HillHIL,Lola Ford,1:14.300
30,21,Gijs van LennepVAN,Iso Marlboro Ford,1:15.600
31,10,Vittorio BrambillaBRA,March Ford,1:23.810
