Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:16.580
2,18,Carlos PacePAC,Surtees Ford,1:16.630
3,20,Arturo MerzarioMER,Iso Marlboro Ford,1:16.790
4,7,Carlos ReutemannREU,Brabham Ford,1:16.800
5,5,Emerson FittipaldiFIT,McLaren Ford,1:16.820
6,11,Clay RegazzoniREG,Ferrari,1:16.850
7,9,Hans-Joachim StuckSTU,March Ford,1:16.980
8,3,Jody ScheckterSCH,Tyrrell Ford,1:16.990
9,6,Denny HulmeHUL,McLaren Ford,1:17.110
10,2,Jacky IckxICK,Lotus Ford,1:17.180
11,14,Jean-Pierre BeltoiseBEL,BRM,1:17.340
12,33,Mike HailwoodHAI,McLaren Ford,1:17.340
13,28,John WatsonWAT,Brabham Ford,1:17.390
14,24,James HuntHUN,March Ford,1:17.410
15,4,Patrick DepaillerDEP,Tyrrell Ford,1:17.750
16,1,Ronnie PetersonPET,Lotus Ford,1:18.000
17,19,Jochen MassMAS,Surtees Ford,1:18.230
18,26,Graham HillHIL,Lola Ford,1:18.250
19,10,Vittorio BrambillaBRA,March Ford,1:18.290
20,23,Dave CharltonCHA,McLaren Ford,1:18.370
21,15,Henri PescaroloPES,BRM,1:18.390
22,29,Ian ScheckterSCH,Lotus Ford,1:18.560
23,8,Richard   RobartsROB,Brabham Ford,1:18.600
24,32,Eddie  KeizanKEI,Tyrrell Ford,1:19.000
25,37,Francois  MigaultMIG,BRM,1:19.140
26,30,Paddy DriverDRI,Lotus Ford,1:19.490
27,21,Tom  BelsoBEL,Iso Marlboro Ford,1:19.800
