Pos,No,Driver,Car,Time
1,4,Patrick DepaillerDEP,Tyrrell Ford,1:24.758
2,3,Jody ScheckterSCH,Tyrrell Ford,1:25.076
3,12,Niki LaudaLAU,Ferrari,1:25.161
4,11,Clay RegazzoniREG,Ferrari,1:25.276
5,1,Ronnie PetersonPET,Lotus Ford,1:25.390
6,24,James HuntHUN,March Ford,1:25.556
7,2,Jacky IckxICK,Lotus Ford,1:25.650
8,17,Jean-Pierre JarierJAR,Shadow Ford,1:25.725
9,5,Emerson FittipaldiFIT,McLaren Ford,1:25.938
10,7,Carlos ReutemannREU,Brabham Ford,1:25.962
11,33,Mike HailwoodHAI,McLaren Ford,1:26.040
12,6,Denny HulmeHUL,McLaren Ford,1:26.480
13,14,Jean-Pierre BeltoiseBEL,BRM,1:26.813
14,28,John WatsonWAT,Brabham Ford,1:27.100
15,26,Graham HillHIL,Lola Ford,1:27.173
16,9,Reine   WisellWIS,March Ford,1:27.382
17,10,Vittorio BrambillaBRA,March Ford,1:27.390
18,27,Guy EdwardsEDW,Lola Ford,1:27.407
19,15,Henri PescaroloPES,BRM,1:27.503
20,8,Rikky von OpelVON,Brabham Ford,1:27.690
21,21,Tom  BelsoBEL,Iso Marlboro Ford,1:27.889
22,19,Jochen MassMAS,Surtees Ford,1:28.119
23,16,Bertil  Roos ROO,Shadow Ford,1:28.298
24,18,Carlos PacePAC,Surtees Ford,1:28.574
25,23,Leo  Kinnunen KIN,Surtees Ford,1:29.387
26,22,Vern SchuppanSCH,Ensign Ford,1:29.480
