Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:19.700
2,1,Ronnie PetersonPET,Lotus Ford,1:19.700
3,3,Jody ScheckterSCH,Tyrrell Ford,1:20.100
4,7,Carlos ReutemannREU,Brabham Ford,1:20.200
5,16,Tom PrycePRY,Shadow Ford,1:20.300
6,24,James HuntHUN,March Ford,1:20.300
7,11,Clay RegazzoniREG,Ferrari,1:20.300
8,5,Emerson FittipaldiFIT,McLaren Ford,1:20.500
9,9,Hans-Joachim StuckSTU,March Ford,1:20.700
10,4,Patrick DepaillerDEP,Tyrrell Ford,1:20.800
11,33,Mike HailwoodHAI,McLaren Ford,1:21.200
12,2,Jacky IckxICK,Lotus Ford,1:21.200
13,28,John WatsonWAT,Brabham Ford,1:21.300
14,37,Francois  MigaultMIG,BRM,1:21.400
15,20,Arturo MerzarioMER,Iso Marlboro Ford,1:21.600
16,17,Jean-Pierre JarierJAR,Shadow Ford,1:21.600
17,19,Jochen MassMAS,Surtees Ford,1:21.600
18,10,Vittorio BrambillaBRA,March Ford,1:21.600
19,6,Denny HulmeHUL,McLaren Ford,1:21.700
20,8,Carlos PacePAC,Brabham Ford,1:21.700
21,27,Peter  Gethin GET,Lola Ford,1:21.700
22,26,Graham HillHIL,Lola Ford,1:21.900
23,14,Jean-Pierre BeltoiseBEL,BRM,1:22.100
24,15,Henri PescaroloPES,BRM,1:22.200
25,23,Tim   SchenkenSCH,Trojan Ford,1:22.400
