Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:33.160
2,7,Carlos ReutemannREU,Brabham Ford,1:33.270
3,8,Carlos PacePAC,Brabham Ford,1:33.530
4,28,John WatsonWAT,Brabham Ford,1:33.630
5,11,Clay RegazzoniREG,Ferrari,1:33.730
6,5,Emerson FittipaldiFIT,McLaren Ford,1:33.950
7,1,Ronnie PetersonPET,Lotus Ford,1:34.240
8,24,James HuntHUN,March Ford,1:34.340
9,17,Jean-Pierre JarierJAR,Shadow Ford,1:34.560
10,4,Patrick DepaillerDEP,Tyrrell Ford,1:34.561
11,14,Jean-Pierre BeltoiseBEL,BRM,1:34.620
12,3,Jody ScheckterSCH,Tyrrell Ford,1:34.700
13,10,Vittorio BrambillaBRA,March Ford,1:34.760
14,27,Rolf StommelenSTO,Lola Ford,1:34.840
15,20,Arturo MerzarioMER,Iso Marlboro Ford,1:35.020
16,2,Jacky IckxICK,Lotus Ford,1:35.190
17,21,Jacques LaffiteLAF,Iso Marlboro Ford,1:35.220
18,9,Hans-Joachim StuckSTU,March Ford,1:35.230
19,6,Denny HulmeHUL,McLaren Ford,1:35.630
20,29,Tim   SchenkenSCH,Trojan Ford,1:35.720
21,26,Graham HillHIL,Lola Ford,1:35.820
22,16,Tom PrycePRY,Shadow Ford,1:36.270
23,33,David   HobbsHOB,McLaren Ford,1:36.310
24,37,Francois  MigaultMIG,BRM,1:36.360
25,15,Henri PescaroloPES,BRM,1:36.640
