Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,58.790
2,1,Ronnie PetersonPET,Lotus Ford,59.080
3,16,Tom PrycePRY,Shadow Ford,59.110
4,11,Clay RegazzoniREG,Ferrari,59.130
5,5,Emerson FittipaldiFIT,McLaren Ford,59.200
6,33,Mike HailwoodHAI,McLaren Ford,59.220
7,3,Jody ScheckterSCH,Tyrrell Ford,59.320
8,7,Carlos ReutemannREU,Brabham Ford,59.360
9,4,Patrick DepaillerDEP,Tyrrell Ford,59.430
10,24,James HuntHUN,March Ford,59.510
11,6,Denny HulmeHUL,McLaren Ford,59.540
12,17,Jean-Pierre JarierJAR,Shadow Ford,59.590
13,2,Jacky IckxICK,Lotus Ford,1:00.000
14,28,John WatsonWAT,Brabham Ford,1:00.020
15,20,Arturo MerzarioMER,Iso Marlboro Ford,1:00.160
16,10,Vittorio BrambillaBRA,March Ford,1:00.260
17,14,Jean-Pierre BeltoiseBEL,BRM,1:00.360
18,19,Jochen MassMAS,Surtees Ford,1:00.480
19,15,Henri PescaroloPES,BRM,1:00.670
20,27,Guy EdwardsEDW,Lola Ford,1:00.680
21,26,Graham HillHIL,Lola Ford,1:00.730
22,37,Francois  MigaultMIG,BRM,1:00.860
