Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:26.300
2,11,Clay RegazzoniREG,Ferrari,1:26.600
3,1,Ronnie PetersonPET,Lotus Ford,1:26.800
4,4,Patrick DepaillerDEP,Tyrrell Ford,1:27.100
5,3,Jody ScheckterSCH,Tyrrell Ford,1:27.100
6,17,Jean-Pierre JarierJAR,Shadow Ford,1:27.500
7,24,James HuntHUN,March Ford,1:27.800
8,7,Carlos ReutemannREU,Brabham Ford,1:27.800
9,9,Hans-Joachim StuckSTU,March Ford,1:28.000
10,33,Mike HailwoodHAI,McLaren Ford,1:28.100
11,14,Jean-Pierre BeltoiseBEL,BRM,1:28.100
12,6,Denny HulmeHUL,McLaren Ford,1:28.200
13,5,Emerson FittipaldiFIT,McLaren Ford,1:28.200
14,20,Arturo MerzarioMER,Iso Marlboro Ford,1:28.500
15,10,Vittorio BrambillaBRA,March Ford,1:28.700
16,16,Brian   RedmanRED,Shadow Ford,1:28.800
17,19,Jochen MassMAS,Surtees Ford,1:28.800
18,18,Carlos PacePAC,Surtees Ford,1:29.100
19,2,Jacky IckxICK,Lotus Ford,1:29.400
20,30,Chris AmonAMO,Amon Ford,1:29.800
21,26,Graham HillHIL,Lola Ford,1:30.000
22,37,Francois  MigaultMIG,BRM,1:30.000
23,28,John WatsonWAT,Brabham Ford,1:30.000
24,23,Tim   SchenkenSCH,Trojan Ford,1:30.200
25,22,Vern SchuppanSCH,Ensign Ford,1:30.300
26,27,Guy EdwardsEDW,Lola Ford,1:30.400
27,15,Henri PescaroloPES,BRM,1:30.700
