Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Denny HulmeHUL,McLaren Ford,68,1:40:14.800,9
2,5,Johnny  Servoz-Gavin SER,Matra Ford,68,+88.400s,6
3,8,Jacky IckxICK,Ferrari,68,+88.600s,4
4,27,Piers   CourageCOU,BRM,67,+1 lap,3
5,6,Jean-Pierre BeltoiseBEL,Matra,66,+2 laps,2
6,3,Jo BonnierBON,Mclaren BRM,64,+4 laps,1
NC,20,Jo SiffertSIF,Lotus Ford,58,DNF,0
NC,10,Jack BrabhamBRA,Brabham Repco,56,DNF,0
NC,15,David   HobbsHOB,Honda,42,DNF,0
NC,4,Jackie StewartSTE,Matra Ford,42,DNF,0
NC,19,Jackie OliverOLI,Lotus Ford,38,DNF,0
NC,2,Bruce McLarenMCL,McLaren Ford,34,DNF,0
NC,11,Jochen RindtRIN,Brabham Repco,33,DNF,0
NC,26,Pedro RodriguezROD,BRM,22,DNF,0
NC,21,Dan GurneyGUR,Eagle Weslake,19,DNF,0
NC,16,Graham HillHIL,Lotus Ford,10,DNF,0
NC,14,John SurteesSUR,Honda,8,DNF,0
NC,9,Chris AmonAMO,Ferrari,8,DNF,0
NC,7,Derek BellBEL,Ferrari,4,DNF,0
NC,23,Vic  Elford ELF,Cooper BRM,2,DNF,0
