Pos,No,Driver,Car,Laps,Time/retired,Pts
1,10,Graham HillHIL,Lotus Ford,65,1:56:43.950,9
2,2,Bruce McLarenMCL,McLaren Ford,65,+79.320s,6
3,11,Jackie OliverOLI,Lotus Ford,65,+100.650s,4
4,8,Pedro RodriguezROD,BRM,65,+101.090s,3
5,17,Jo BonnierBON,Honda,64,+1 lap,2
6,16,Jo SiffertSIF,Lotus Ford,64,+1 lap,1
7,15,Jackie StewartSTE,Matra Ford,64,+1 lap,0
8,18,Vic  Elford ELF,Cooper BRM,63,+2 laps,0
9,9,Henri PescaroloPES,Matra,62,+3 laps,0
10,3,Jack BrabhamBRA,Brabham Repco,59,DNF,0
NC,23,Johnny  Servoz-Gavin SER,Matra Ford,57,DNF,0
NC,14,Dan GurneyGUR,McLaren Ford,28,DNF,0
NC,22,Piers   CourageCOU,BRM,25,DNF,0
NC,19,Lucien BianchiBIA,Cooper BRM,21,DNF,0
NC,5,John SurteesSUR,Honda,17,DNF,0
NC,6,Chris AmonAMO,Ferrari,16,DNF,0
NC,12,Moises SolanaSOL,Lotus Ford,14,DNF,0
NC,21,Jean-Pierre BeltoiseBEL,Matra,10,DNF,0
NC,1,Denny HulmeHUL,McLaren Ford,10,DNF,0
NC,7,Jacky IckxICK,Ferrari,3,DNF,0
NC,4,Jochen RindtRIN,Brabham Repco,2,DNF,0
