Pos,No,Driver,Car,Laps,Time/retired,Pts
1,9,Graham HillHIL,Lotus Ford,80,2:00:32.300,9
2,15,Richard AttwoodATT,BRM,80,+2.200s,6
3,7,Lucien BianchiBIA,Cooper BRM,76,+4 laps,4
4,6,Ludovico ScarfiottiSCA,Cooper BRM,76,+4 laps,3
5,12,Denny HulmeHUL,McLaren Ford,73,+7 laps,2
NC,8,John SurteesSUR,Honda,16,DNF,0
NC,4,Pedro RodriguezROD,BRM,16,DNF,0
NC,16,Piers   CourageCOU,BRM,12,DNF,0
NC,1,Jean-Pierre BeltoiseBEL,Matra,11,DNF,0
NC,17,Jo SiffertSIF,Lotus Ford,11,DNF,0
NC,19,Dan GurneyGUR,Eagle Weslake,9,DNF,0
NC,3,Jochen RindtRIN,Brabham Repco,8,DNF,0
NC,2,Jack BrabhamBRA,Brabham Repco,7,DNF,0
NC,11,Johnny  Servoz-Gavin SER,Matra Ford,3,DNF,0
NC,10,Jackie OliverOLI,Lotus Ford,0,DNF,0
NC,14,Bruce McLarenMCL,McLaren Ford,0,DNF,0
