Pos,No,Driver,Car,Laps,Time/retired,Pts
1,15,Jackie StewartSTE,Matra Ford,108,1:59:20.290,9
2,10,Graham HillHIL,Lotus Ford,108,+24.680s,6
3,5,John SurteesSUR,Honda,107,+1 lap,4
4,14,Dan GurneyGUR,McLaren Ford,107,+1 lap,3
5,16,Jo SiffertSIF,Lotus Ford,105,+3 laps,2
6,2,Bruce McLarenMCL,McLaren Ford,103,+5 laps,1
NC,22,Piers   CourageCOU,BRM,93,DNF,0
NC,1,Denny HulmeHUL,McLaren Ford,92,DNF,0
NC,19,Lucien BianchiBIA,Cooper BRM,88,DNF,0
NC,3,Jack BrabhamBRA,Brabham Repco,77,DNF,0
NC,4,Jochen RindtRIN,Brabham Repco,73,DNF,0
NC,18,Vic  Elford ELF,Cooper BRM,71,DNF,0
NC,8,Pedro RodriguezROD,BRM,66,DNF,0
NC,17,Jo BonnierBON,Mclaren BRM,62,DNF,0
NC,6,Chris AmonAMO,Ferrari,59,DNF,0
NC,21,Jean-Pierre BeltoiseBEL,Matra,44,DNF,0
NC,9,Bobby   UnserUNS,BRM,35,DNF,0
NC,12,Mario AndrettiAND,Lotus Ford,32,DNF,0
NC,7,Derek BellBEL,Ferrari,14,DNF,0
