Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Jackie StewartSTE,Matra Ford,14,2:19:03.200,9
2,3,Graham HillHIL,Lotus Ford,14,+243.200s,6
3,5,Jochen RindtRIN,Brabham Repco,14,+249.400s,4
4,9,Jacky IckxICK,Ferrari,14,+355.200s,3
5,4,Jack BrabhamBRA,Brabham Repco,14,+381.100s,2
6,10,Pedro RodriguezROD,BRM,14,+385.000s,1
7,1,Denny HulmeHUL,McLaren Ford,14,+391.000s,0
8,22,Piers   CourageCOU,BRM,14,+476.400s,0
9,14,Dan GurneyGUR,Eagle Weslake,14,+493.700s,0
10,18,Hubert  Hahne HAH,Lola BMW,14,+611.400s,0
11,21,Jackie OliverOLI,Lotus Ford,13,+1 lap,0
12,17,Kurt  Ahrens AHR,Brabham Repco,13,+1 lap,0
13,2,Bruce McLarenMCL,McLaren Ford,13,+1 lap,0
14,11,Richard AttwoodATT,BRM,13,+1 lap,0
NC,8,Chris AmonAMO,Ferrari,11,DNF,0
NC,12,Jean-Pierre BeltoiseBEL,Matra,8,DNF,0
NC,19,Lucien BianchiBIA,Cooper BRM,6,DNF,0
NC,16,Jo SiffertSIF,Lotus Ford,6,DNF,0
NC,7,John SurteesSUR,Honda,3,DNF,0
NC,20,Vic  Elford ELF,Cooper BRM,0,DNF,0
