Pos,No,Driver,Car,Time
1,28,Rene ArnouxARN,Ferrari,1:31.238
2,5,Nelson PiquetPIQ,Brabham BMW,1:31.964
3,27,Patrick TambayTAM,Ferrari,1:31.967
4,15,Alain ProstPRO,Renault,1:32.138
5,6,Riccardo PatresePAT,Brabham BMW,1:32.969
6,16,Eddie  CheeverCHE,Renault,1:33.450
7,9,Manfred WinkelhockWIN,ATS BMW,1:33.470
8,22,Andrea de CesarisDEC,Alfa Romeo,1:33.528
9,11,Elio de AngelisDEA,Lotus Ford,1:34.332
10,23,Mauro BaldiBAL,Alfa Romeo,1:35.000
11,1,Keke RosbergROS,Williams Honda,1:35.086
12,29,Marc SurerSUR,Arrows Ford,1:35.411
13,3,Michele AlboretoALB,Tyrrell Ford,1:35.525
14,35,Derek WarwickWAR,Toleman Hart,1:35.676
15,12,Nigel MansellMAN,Lotus Ford,1:35.703
16,2,Jacques LaffiteLAF,Williams Honda,1:35.707
17,36,Bruno GiacomelliGIA,Toleman Hart,1:35.969
18,8,Niki LaudaLAU,McLaren TAG,1:36.099
19,25,Jean-Pierre JarierJAR,Ligier Ford,1:36.116
20,30,Chico SerraSER,Arrows Ford,1:36.258
21,33,Roberto GuerreroGUE,Theodore Ford,1:36.324
22,4,Danny SullivanSUL,Tyrrell Ford,1:36.359
23,34,Johnny CecottoCEC,Theodore Ford,1:36.638
24,7,John WatsonWAT,McLaren TAG,1:36.652
25,26,Raul BoeselBOE,Ligier Ford,1:37.322
26,31,Corrado FabiFAB,Theodore Ford,1:37.711
