Pos,No,Driver,Car,Time
1,27,Patrick TambayTAM,Ferrari,1:49.328
2,28,Rene ArnouxARN,Ferrari,1:49.435
3,22,Andrea de CesarisDEC,Alfa Romeo,1:50.845
4,5,Nelson PiquetPIQ,Brabham BMW,1:51.082
5,15,Alain ProstPRO,Renault,1:51.228
6,16,Eddie  CheeverCHE,Renault,1:51.540
7,23,Mauro BaldiBAL,Alfa Romeo,1:51.867
8,6,Riccardo PatresePAT,Brabham BMW,1:52.105
9,35,Derek WarwickWAR,Toleman Hart,1:54.199
10,36,Bruno GiacomelliGIA,Toleman Hart,1:54.648
11,11,Elio de AngelisDEA,Lotus Ford,1:54.831
12,1,Keke RosbergROS,Williams Honda,1:55.289
13,40,Stefan JohanssonJOH,Spirit Honda,1:55.870
14,30,Thierry BoutsenBOU,Arrows Ford,1:56.015
15,2,Jacques LaffiteLAF,Williams Honda,1:56.318
16,3,Michele AlboretoALB,Tyrrell Ford,1:56.398
17,12,Nigel MansellMAN,Lotus Ford,1:56.490
18,8,Niki LaudaLAU,McLaren TAG,1:56.730
19,25,Jean-Pierre JarierJAR,Ligier Ford,1:57.018
20,29,Marc SurerSUR,Arrows Ford,1:57.072
21,4,Danny SullivanSUL,Tyrrell Ford,1:57.426
22,34,Johnny CecottoCEC,Theodore Ford,1:57.744
23,7,John WatsonWAT,McLaren TAG,1:57.776
24,33,Roberto GuerreroGUE,Theodore Ford,1:57.790
25,26,Raul BoeselBOE,Ligier Ford,1:58.413
26,32,Piercarlo GhinzaniGHI,Theodore Ford,1:58.473
