Pos,No,Driver,Car,Time
1,5,Nelson PiquetPIQ,Brabham BMW,1:15.630
2,27,Patrick TambayTAM,Ferrari,1:16.370
3,11,Elio de AngelisDEA,Lotus Ford,1:16.411
4,15,Alain ProstPRO,Renault,1:16.611
5,12,Nigel MansellMAN,Lotus Ford,1:16.711
6,6,Riccardo PatresePAT,Brabham BMW,1:16.940
7,35,Derek WarwickWAR,Toleman Hart,1:17.198
8,22,Andrea de CesarisDEC,Alfa Romeo,1:17.233
9,9,Manfred WinkelhockWIN,ATS BMW,1:17.306
10,28,Rene ArnouxARN,Ferrari,1:17.397
11,16,Eddie  CheeverCHE,Renault,1:17.676
12,23,Mauro BaldiBAL,Alfa Romeo,1:17.887
13,36,Bruno GiacomelliGIA,Toleman Hart,1:17.902
14,29,Marc SurerSUR,Arrows Ford,1:19.696
15,7,John WatsonWAT,McLaren TAG,1:19.787
16,40,Stefan JohanssonJOH,Spirit Honda,1:19.966
17,2,Jacques LaffiteLAF,Williams Honda,1:19.979
18,3,Michele AlboretoALB,Tyrrell Ford,1:20.149
19,8,Niki LaudaLAU,McLaren TAG,1:20.169
20,33,Roberto GuerreroGUE,Theodore Ford,1:20.190
21,30,Thierry BoutsenBOU,Arrows Ford,1:20.245
22,25,Jean-Pierre JarierJAR,Ligier Ford,1:20.247
23,1,Keke RosbergROS,Williams Honda,1:20.391
24,26,Raul BoeselBOE,Ligier Ford,1:20.660
25,31,Corrado FabiFAB,Theodore Ford,1:20.815
26,4,Danny SullivanSUL,Tyrrell Ford,1:20.842
