Pos,No,Driver,Car,Time
1,27,Patrick TambayTAM,Ferrari,1:26.117
2,28,Rene ArnouxARN,Ferrari,1:26.935
3,1,Keke RosbergROS,Williams Honda,1:27.145
4,2,Jacques LaffiteLAF,Williams Honda,1:27.818
5,11,Elio de AngelisDEA,Lotus Ford,1:27.982
6,35,Derek WarwickWAR,Toleman Hart,1:28.130
7,3,Michele AlboretoALB,Tyrrell Ford,1:28.425
8,15,Alain ProstPRO,Renault,1:28.558
9,4,Danny SullivanSUL,Tyrrell Ford,1:28.833
10,25,Jean-Pierre JarierJAR,Ligier Ford,1:28.913
11,6,Riccardo PatresePAT,Brabham BMW,1:28.958
12,30,Alan  JonesJON,Arrows Ford,1:29.112
13,12,Nigel MansellMAN,Lotus Ford,1:29.167
14,36,Bruno GiacomelliGIA,Toleman Hart,1:29.266
15,16,Eddie  CheeverCHE,Renault,1:29.422
16,29,Marc SurerSUR,Arrows Ford,1:29.521
17,34,Johnny CecottoCEC,Theodore Ford,1:29.559
18,33,Roberto GuerreroGUE,Theodore Ford,1:29.585
19,22,Andrea de CesarisDEC,Alfa Romeo,1:29.603
20,5,Nelson PiquetPIQ,Brabham BMW,1:30.034
21,23,Mauro BaldiBAL,Alfa Romeo,1:30.070
22,7,John WatsonWAT,McLaren TAG,1:30.100
23,8,Niki LaudaLAU,McLaren TAG,1:30.188
24,9,Manfred WinkelhockWIN,ATS BMW,1:30.220
25,17,Eliseo SalazarSAL,RAM Ford,1:31.126
26,26,Raul BoeselBOE,Ligier Ford,1:31.759
