Pos,No,Driver,Car,Time
1,6,Riccardo PatresePAT,Brabham BMW,1:29.122
2,27,Patrick TambayTAM,Ferrari,1:29.650
3,28,Rene ArnouxARN,Ferrari,1:29.901
4,5,Nelson PiquetPIQ,Brabham BMW,1:30.202
5,15,Alain ProstPRO,Renault,1:31.144
6,22,Andrea de CesarisDEC,Alfa Romeo,1:31.272
7,16,Eddie  CheeverCHE,Renault,1:31.564
8,11,Elio de AngelisDEA,Lotus Ford,1:31.628
9,9,Manfred WinkelhockWIN,ATS BMW,1:31.959
10,23,Mauro BaldiBAL,Alfa Romeo,1:32.407
11,12,Nigel MansellMAN,Lotus Ford,1:32.423
12,35,Derek WarwickWAR,Toleman Hart,1:32.677
13,8,Niki LaudaLAU,McLaren TAG,1:33.133
14,36,Bruno GiacomelliGIA,Toleman Hart,1:33.384
15,7,John WatsonWAT,McLaren TAG,1:34.705
16,1,Keke RosbergROS,Williams Honda,1:35.291
17,40,Stefan JohanssonJOH,Spirit Honda,1:35.483
18,30,Thierry BoutsenBOU,Arrows Ford,1:35.624
19,25,Jean-Pierre JarierJAR,Ligier Ford,1:36.220
20,29,Marc SurerSUR,Arrows Ford,1:36.435
21,33,Roberto GuerreroGUE,Theodore Ford,1:36.619
22,4,Danny SullivanSUL,Tyrrell Ford,1:36.644
23,32,Piercarlo GhinzaniGHI,Theodore Ford,1:36.647
24,3,Michele AlboretoALB,Tyrrell Ford,1:36.788
25,31,Corrado FabiFAB,Theodore Ford,1:36.834
26,34,Johnny CecottoCEC,Theodore Ford,1:37.105
