Pos,No,Driver,Car,Time,Gap
1,4,Jean AlesiALE,Tyrrell Ford,1:19.992,
2,28,Gerhard BergerBER,McLaren Honda,1:20.195,+0.203s
3,6,Riccardo PatresePAT,Williams Renault,1:20.389,+0.397s
4,27,Ayrton SennaSEN,McLaren Honda,1:20.398,+0.406s
5,1,Alain ProstPRO,Ferrari,1:20.674,+0.682s
6,19,Alessandro NanniniNAN,Benetton Ford,1:20.927,+0.935s
7,5,Thierry BoutsenBOU,Williams Renault,1:21.103,+1.111s
8,20,Nelson PiquetPIQ,Benetton Ford,1:21.324,+1.332s
9,2,Nigel MansellMAN,Ferrari,1:21.447,+1.455s
10,30,Aguri SuzukiSUZ,Lola Lamborghini,1:21.515,+1.523s
11,23,Pierluigi MartiniMAR,Minardi Ford,1:21.801,+1.809s
12,11,Derek WarwickWAR,Lotus Lamborghini,1:22.234,+2.242s
13,14,Olivier GrouillardGRO,Osella Ford,1:22.263,+2.271s
14,8,Stefano ModenaMOD,Brabham Judd,1:22.725,+2.733s
15,24,Paolo BarillaBAR,Minardi Ford,1:23.198,+3.206s
16,18,Yannick DalmasDAL,AGS Ford,1:23.278,+3.286s
17,21,Emanuele PirroPIR,Dallara Ford,1:23.508,+3.516s
18,3,Satoru NakajimaNAK,Tyrrell Ford,1:23.632,+3.640s
19,17,Gabriele TarquiniTAR,AGS Ford,1:23.677,+3.685s
20,22,Andrea de CesarisDEC,Dallara Ford,1:23.725,+3.733s
21,7,David BrabhamBRA,Brabham Judd,1:23.833,+3.841s
22,9,Michele AlboretoALB,Arrows Ford,1:23.864,+3.872s
23,15,Mauricio GugelminGUG,Leyton House Judd,1:23.955,+3.963s
24,16,Ivan CapelliCAP,Leyton House Judd,1:24.071,+4.079s
25,26,Philippe AlliotALL,Ligier Ford,1:25.536,+5.544s
26,25,Nicola LariniLAR,Ligier Ford,1:25.546,+5.554s
27,10,Bernd SchneiderSCH,Arrows Ford,1:25.998,+6.006s
28,29,Eric BernardBER,Lola Lamborghini,1:27.551,+7.559s
29,31,Bertrand GachotGAC,Coloni Ford,1:30.008,+10.016s
