Pos,No,Driver,Car,Time,Gap,Laps
1,16,Nico RosbergROS,Williams Toyota,1:26.687,,19
2,17,Kazuki NakajimaNAK,Williams Toyota,1:26.736,+0.049s,21
3,4,Kimi RäikkönenRAI,Ferrari,1:26.750,+0.063s,24
4,23,Rubens BarrichelloBAR,Brawn Mercedes,1:27.226,+0.539s,21
5,2,Heikki KovalainenKOV,McLaren Mercedes,1:27.453,+0.766s,15
6,22,Jenson ButtonBUT,Brawn Mercedes,1:27.467,+0.780s,12
7,3,Felipe MassaMAS,Ferrari,1:27.642,+0.955s,24
8,10,Timo GlockGLO,Toyota,1:27.710,+1.023s,24
9,20,Adrian SutilSUT,Force India Mercedes,1:27.993,+1.306s,20
10,7,Fernando AlonsoALO,Renault,1:28.123,+1.436s,16
11,6,Nick HeidfeldHEI,Sauber BMW,1:28.137,+1.450s,20
12,9,Jarno TrulliTRU,Toyota,1:28.142,+1.455s,21
13,5,Robert KubicaKUB,Sauber BMW,1:28.511,+1.824s,22
14,21,Giancarlo FisichellaFIS,Force India Mercedes,1:28.603,+1.916s,16
15,12,Sebastien BuemiBUE,STR Ferrari,1:28.785,+2.098s,27
16,1,Lewis HamiltonHAM,McLaren Mercedes,1:29.042,+2.355s,18
17,14,Mark WebberWEB,RBR Renault,1:29.081,+2.394s,7
18,8,Nelson PiquetPIQ,Renault,1:29.461,+2.774s,25
19,11,Sebastien BourdaisBOU,STR Ferrari,1:29.499,+2.812s,21
20,15,Sebastian VettelVET,RBR Renault,1:32.784,+6.097s,4
