Pos,No,Driver,Car,Time,Gap,Laps
1,9,Jarno TrulliTRU,Toyota,1:49.675,,13
2,22,Jenson ButtonBUT,Brawn Mercedes,1:50.283,+0.608s,18
3,7,Fernando AlonsoALO,Renault,1:50.368,+0.693s,13
4,12,Sebastien BuemiBUE,STR Ferrari,1:51.045,+1.370s,20
5,11,Jaime AlguersuariALG,STR Ferrari,1:51.529,+1.854s,24
6,23,Rubens BarrichelloBAR,Brawn Mercedes,1:52.321,+2.646s,18
7,4,Kimi RäikkönenRAI,Ferrari,1:52.930,+3.255s,16
8,2,Heikki KovalainenKOV,McLaren Mercedes,1:53.383,+3.708s,11
9,5,Robert KubicaKUB,Sauber BMW,1:53.650,+3.975s,12
10,3,Luca BadoerBAD,Ferrari,1:55.068,+5.393s,20
11,21,Giancarlo FisichellaFIS,Force India Mercedes,2:03.972,+14.297s,11
12,16,Nico RosbergROS,Williams Toyota,2:04.505,+14.830s,13
13,8,Romain GrosjeanGRO,Renault,2:05.513,+15.838s,13
14,6,Nick HeidfeldHEI,Sauber BMW,2:05.614,+15.939s,14
15,17,Kazuki NakajimaNAK,Williams Toyota,2:05.705,+16.030s,15
16,20,Adrian SutilSUT,Force India Mercedes,2:05.839,+16.164s,10
17,14,Mark WebberWEB,RBR Renault,2:06.181,+16.506s,6
18,10,Timo GlockGLO,Toyota,2:06.331,+16.656s,15
19,15,Sebastian VettelVET,RBR Renault,,,1
20,1,Lewis HamiltonHAM,McLaren Mercedes,,,4
