Pos,No,Driver,Car,Time,Gap,Laps
1,23,Rubens BarrichelloBAR,Brawn Mercedes,1:42.460,,19
2,2,Heikki KovalainenKOV,McLaren Mercedes,1:42.636,+0.176s,16
3,1,Lewis HamiltonHAM,McLaren Mercedes,1:42.654,+0.194s,18
4,22,Jenson ButtonBUT,Brawn Mercedes,1:43.074,+0.614s,19
5,15,Sebastian VettelVET,RBR Renault,1:43.088,+0.628s,17
6,20,Adrian SutilSUT,Force India Mercedes,1:43.209,+0.749s,13
7,17,Kazuki NakajimaNAK,Williams Toyota,1:43.225,+0.765s,25
8,14,Mark WebberWEB,RBR Renault,1:43.243,+0.783s,19
9,7,Fernando AlonsoALO,Renault,1:43.345,+0.885s,18
10,4,Kimi RäikkönenRAI,Ferrari,1:43.384,+0.924s,23
11,12,Sebastien BuemiBUE,STR Ferrari,1:43.389,+0.929s,30
12,5,Robert KubicaKUB,Sauber BMW,1:43.419,+0.959s,20
13,11,Jaime AlguersuariALG,STR Ferrari,1:43.637,+1.177s,30
14,16,Nico RosbergROS,Williams Toyota,1:43.746,+1.286s,22
15,6,Nick HeidfeldHEI,Sauber BMW,1:44.040,+1.580s,23
16,21,Giancarlo FisichellaFIS,Force India Mercedes,1:44.126,+1.666s,17
17,8,Romain GrosjeanGRO,Renault,1:44.356,+1.896s,23
18,9,Jarno TrulliTRU,Toyota,1:44.638,+2.178s,26
19,10,Timo GlockGLO,Toyota,1:44.732,+2.272s,28
20,3,Luca BadoerBAD,Ferrari,1:45.840,+3.380s,25
