Pos,No,Driver,Car,Laps,Time/retired,Pts
1,14,Jo SiffertSIF,BRM,54,1:30:23.910,9
2,2,Emerson FittipaldiFIT,Lotus Ford,54,+4.120s,6
3,8,Tim   SchenkenSCH,Brabham Ford,54,+19.770s,4
4,3,Reine   WisellWIS,Lotus Ford,54,+31.870s,3
5,7,Graham HillHIL,Brabham Ford,54,+48.430s,2
6,25,Henri PescaroloPES,March Ford,54,+84.510s,1
7,24,Rolf StommelenSTO,Surtees Ford,54,+97.420s,0
8,17,Ronnie PetersonPET,March Ford,53,+1 lap,0
9,10,Jackie OliverOLI,McLaren Ford,53,+1 lap,0
10,23,Peter  Gethin GET,BRM,52,+2 laps,0
11,16,Helmut  Marko MAR,BRM,52,+2 laps,0
12,19,Nanni  Galli GAL,March Alfa Romeo,51,+3 laps,0
NC,27,Mike  Beuttler BEU,March Ford,47,+7 laps,0
NC,12,Francois  Cevert CEV,Tyrrell Ford,42,DNF,0
NC,11,Jackie StewartSTE,Tyrrell Ford,35,DNF,0
NC,4,Jacky IckxICK,Ferrari,31,DNF,0
NC,26,Niki LaudaLAU,March Ford,20,DNF,0
NC,22,John SurteesSUR,Surtees Ford,12,DNF,0
NC,5,Clay RegazzoniREG,Ferrari,8,DNF,0
NC,15,Howden  Ganley GAN,BRM,6,DNF,0
NC,9,Denny HulmeHUL,McLaren Ford,4,DNF,0
