Pos,No,Driver,Car,Time
1,4,Lewis HamiltonHAM,McLaren Mercedes,1:24.922
2,3,Jenson ButtonBUT,McLaren Mercedes,1:25.074
3,10,Romain GrosjeanGRO,Lotus Renault,1:25.302
4,7,Michael SchumacherMSC,Mercedes,1:25.336
5,2,Mark WebberWEB,Red Bull Racing Renault,1:25.651
6,1,Sebastian VettelVET,Red Bull Racing Renault,1:25.668
7,8,Nico RosbergROS,Mercedes,1:25.686
8,18,Pastor MaldonadoMAL,Williams Renault,1:25.908
9,12,Nico HulkenbergHUL,Force India Mercedes,1:26.451
10,16,Daniel RicciardoRIC,STR Ferrari,
11,17,Jean-Eric VergneVER,STR Ferrari,1:26.429
12,5,Fernando AlonsoALO,Ferrari,1:26.494
13,14,Kamui KobayashiKOB,Sauber Ferrari,1:26.590
14,19,Bruno SennaSEN,Williams Renault,1:26.663
15,11,Paul di RestaDIR,Force India Mercedes,1:27.086
16,6,Felipe MassaMAS,Ferrari,1:27.497
17,9,Kimi RäikkönenRAI,Lotus Renault,1:27.758
18,20,Heikki KovalainenKOV,Caterham Renault,1:28.679
19,21,Vitaly PetrovPET,Caterham Renault,1:29.018
20,24,Timo GlockGLO,Marussia Cosworth,1:30.923
21,25,Charles PicPIC,Marussia Cosworth,1:31.670
22,15,Sergio PerezPER,Sauber Ferrari,
