Pos,No,Driver,Car,Time
1,4,Lewis HamiltonHAM,McLaren Mercedes,1:46.362
2,18,Pastor MaldonadoMAL,Williams Renault,1:46.804
3,1,Sebastian VettelVET,Red Bull Racing Renault,1:46.905
4,3,Jenson ButtonBUT,McLaren Mercedes,1:46.939
5,5,Fernando AlonsoALO,Ferrari,1:47.216
6,11,Paul di RestaDIR,Force India Mercedes,1:47.241
7,2,Mark WebberWEB,Red Bull Racing Renault,1:47.475
8,10,Romain GrosjeanGRO,Lotus Renault,1:47.788
9,7,Michael SchumacherMSC,Mercedes,
10,8,Nico RosbergROS,Mercedes,
11,12,Nico HulkenbergHUL,Force India Mercedes,1:47.975
12,9,Kimi RäikkönenRAI,Lotus Renault,1:48.261
13,6,Felipe MassaMAS,Ferrari,1:48.344
14,15,Sergio PerezPER,Sauber Ferrari,1:48.505
15,16,Daniel RicciardoRIC,STR Ferrari,1:48.774
16,17,Jean-Eric VergneVER,STR Ferrari,1:48.849
17,14,Kamui KobayashiKOB,Sauber Ferrari,1:49.933
18,21,Vitaly PetrovPET,Caterham Renault,1:50.846
19,20,Heikki KovalainenKOV,Caterham Renault,1:51.137
20,24,Timo GlockGLO,Marussia Cosworth,1:51.370
21,25,Charles PicPIC,Marussia Cosworth,1:51.762
22,19,Bruno SennaSEN,Williams Renault,
23,23,Narain KarthikeyanKAR,HRT Cosworth,1:52.372
24,22,Pedro de la RosaDLR,HRT Cosworth,1:53.355
