Pos,No,Driver,Car,Time
1,8,Nico RosbergROS,Mercedes,1:35.121
2,7,Michael SchumacherMSC,Mercedes,1:35.691
3,14,Kamui KobayashiKOB,Sauber Ferrari,1:35.784
4,9,Kimi RäikkönenRAI,Lotus Renault,1:35.898
5,3,Jenson ButtonBUT,McLaren Mercedes,1:36.191
6,2,Mark WebberWEB,Red Bull Racing Renault,1:36.290
7,4,Lewis HamiltonHAM,McLaren Mercedes,1:35.626
8,15,Sergio PerezPER,Sauber Ferrari,1:36.524
9,5,Fernando AlonsoALO,Ferrari,1:36.622
10,10,Romain GrosjeanGRO,Lotus Renault,
11,1,Sebastian VettelVET,Red Bull Racing Renault,1:36.031
12,6,Felipe MassaMAS,Ferrari,1:36.255
13,18,Pastor MaldonadoMAL,Williams Renault,1:36.283
14,19,Bruno SennaSEN,Williams Renault,1:36.289
15,11,Paul di RestaDIR,Force India Mercedes,1:36.317
16,12,Nico HulkenbergHUL,Force India Mercedes,1:36.745
17,16,Daniel RicciardoRIC,STR Ferrari,1:36.956
18,20,Heikki KovalainenKOV,Caterham Renault,1:38.463
19,21,Vitaly PetrovPET,Caterham Renault,1:38.677
20,24,Timo GlockGLO,Marussia Cosworth,1:39.282
21,25,Charles PicPIC,Marussia Cosworth,1:39.717
22,22,Pedro de la RosaDLR,HRT Cosworth,1:40.411
23,23,Narain KarthikeyanKAR,HRT Cosworth,1:41.000
