Pos,No,Driver,Car,Time
1,5,Fernando AlonsoALO,Ferrari,1:51.746
2,2,Mark WebberWEB,Red Bull Racing Renault,1:51.793
3,7,Michael SchumacherMSC,Mercedes,1:52.020
4,1,Sebastian VettelVET,Red Bull Racing Renault,1:52.199
5,6,Felipe MassaMAS,Ferrari,1:53.065
6,9,Kimi RäikkönenRAI,Lotus Renault,1:53.290
7,18,Pastor MaldonadoMAL,Williams Renault,1:53.539
8,4,Lewis HamiltonHAM,McLaren Mercedes,1:53.543
9,10,Romain GrosjeanGRO,Lotus Renault,
10,11,Paul di RestaDIR,Force India Mercedes,1:57.009
11,8,Nico RosbergROS,Mercedes,1:57.108
12,16,Daniel RicciardoRIC,STR Ferrari,1:57.132
13,19,Bruno SennaSEN,Williams Renault,1:57.426
14,12,Nico HulkenbergHUL,Force India Mercedes,1:54.382
15,15,Sergio PerezPER,Sauber Ferrari,1:57.895
16,3,Jenson ButtonBUT,McLaren Mercedes,1:48.044
17,14,Kamui KobayashiKOB,Sauber Ferrari,1:57.071
18,21,Vitaly PetrovPET,Caterham Renault,1:49.027
19,20,Heikki KovalainenKOV,Caterham Renault,1:49.477
20,24,Timo GlockGLO,Marussia Cosworth,1:51.618
21,22,Pedro de la RosaDLR,HRT Cosworth,1:52.742
22,23,Narain KarthikeyanKAR,HRT Cosworth,1:53.040
23,17,Jean-Eric VergneVER,STR Ferrari,1:57.719
24,25,Charles PicPIC,Marussia Cosworth,
