Pos,No,Driver,Car,Time
1,4,Lewis HamiltonHAM,McLaren Mercedes,1:12.458
2,3,Jenson ButtonBUT,McLaren Mercedes,1:12.513
3,2,Mark WebberWEB,Red Bull Racing Renault,1:12.581
4,1,Sebastian VettelVET,Red Bull Racing Renault,1:12.760
5,6,Felipe MassaMAS,Ferrari,1:12.987
6,12,Nico HulkenbergHUL,Force India Mercedes,1:13.206
7,5,Fernando AlonsoALO,Ferrari,1:13.253
8,9,Kimi RäikkönenRAI,Lotus Renault,1:13.298
9,8,Nico RosbergROS,Mercedes,1:13.489
10,11,Paul di RestaDIR,Force India Mercedes,1:14.121
11,19,Bruno SennaSEN,Williams Renault,1:14.219
12,15,Sergio PerezPER,Sauber Ferrari,1:14.234
13,7,Michael SchumacherMSC,Mercedes,1:14.334
14,14,Kamui KobayashiKOB,Sauber Ferrari,1:14.380
15,16,Daniel RicciardoRIC,STR Ferrari,1:14.574
16,18,Pastor MaldonadoMAL,Williams Renault,1:13.174
17,17,Jean-Eric VergneVER,STR Ferrari,1:14.619
18,10,Romain GrosjeanGRO,Lotus Renault,1:16.967
19,21,Vitaly PetrovPET,Caterham Renault,1:17.073
20,20,Heikki KovalainenKOV,Caterham Renault,1:17.086
21,24,Timo GlockGLO,Marussia Cosworth,1:17.508
22,25,Charles PicPIC,Marussia Cosworth,1:18.104
23,23,Narain KarthikeyanKAR,HRT Cosworth,1:19.576
24,22,Pedro de la RosaDLR,HRT Cosworth,1:19.699
