Pos,No,Driver,Car,Time
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:38.086
2,4,Lewis HamiltonHAM,McLaren Mercedes,1:38.410
3,18,Pastor MaldonadoMAL,Williams Renault,1:38.475
4,10,Romain GrosjeanGRO,Lotus Renault,1:38.505
5,9,Kimi RäikkönenRAI,Lotus Renault,1:38.513
6,8,Nico RosbergROS,Mercedes,1:38.623
7,14,Kamui KobayashiKOB,Sauber Ferrari,1:38.741
8,12,Nico HulkenbergHUL,Force India Mercedes,1:38.752
9,3,Jenson ButtonBUT,McLaren Mercedes,1:38.801
10,11,Paul di RestaDIR,Force India Mercedes,1:38.992
11,5,Fernando AlonsoALO,Ferrari,1:38.707
12,7,Michael SchumacherMSC,Mercedes,1:38.770
13,6,Felipe MassaMAS,Ferrari,1:38.780
14,19,Bruno SennaSEN,Williams Renault,1:39.207
15,15,Sergio PerezPER,Sauber Ferrari,1:39.358
16,20,Heikki KovalainenKOV,Caterham Renault,1:40.295
17,16,Daniel RicciardoRIC,STR Ferrari,1:40.358
18,17,Jean-Eric VergneVER,STR Ferrari,1:40.203
19,2,Mark WebberWEB,Red Bull Racing Renault,1:40.395
20,21,Vitaly PetrovPET,Caterham Renault,1:40.457
21,22,Pedro de la RosaDLR,HRT Cosworth,1:42.171
22,23,Narain KarthikeyanKAR,HRT Cosworth,1:42.527
23,25,Charles PicPIC,Marussia Cosworth,1:42.675
