Pos,No,Driver,Car,Time
1,3,Jenson ButtonBUT,McLaren Mercedes,1:47.573
2,14,Kamui KobayashiKOB,Sauber Ferrari,1:47.871
3,9,Kimi RäikkönenRAI,Lotus Renault,1:48.205
4,15,Sergio PerezPER,Sauber Ferrari,1:48.219
5,5,Fernando AlonsoALO,Ferrari,1:48.313
6,18,Pastor MaldonadoMAL,Williams Renault,1:47.893
7,4,Lewis HamiltonHAM,McLaren Mercedes,1:48.394
8,10,Romain GrosjeanGRO,Lotus Renault,1:48.538
9,11,Paul di RestaDIR,Force India Mercedes,1:48.890
10,1,Sebastian VettelVET,Red Bull Racing Renault,1:48.792
11,12,Nico HulkenbergHUL,Force India Mercedes,1:48.855
12,2,Mark WebberWEB,Red Bull Racing Renault,1:48.392
13,7,Michael SchumacherMSC,Mercedes,1:49.081
14,6,Felipe MassaMAS,Ferrari,1:49.147
15,17,Jean-Eric VergneVER,STR Ferrari,1:49.354
16,16,Daniel RicciardoRIC,STR Ferrari,1:49.543
17,19,Bruno SennaSEN,Williams Renault,1:50.088
18,20,Heikki KovalainenKOV,Caterham Renault,1:51.739
19,21,Vitaly PetrovPET,Caterham Renault,1:51.967
20,24,Timo GlockGLO,Marussia Cosworth,1:52.336
21,22,Pedro de la RosaDLR,HRT Cosworth,1:53.030
22,25,Charles PicPIC,Marussia Cosworth,1:53.493
23,8,Nico RosbergROS,Mercedes,1:50.181
24,23,Narain KarthikeyanKAR,HRT Cosworth,1:54.989
