Pos,No,Driver,Car,Time
1,5,Fernando AlonsoALO,Ferrari,1:40.621
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:41.026
3,7,Michael SchumacherMSC,Mercedes,1:42.459
4,12,Nico HulkenbergHUL,Force India Mercedes,1:43.501
5,18,Pastor MaldonadoMAL,Williams Renault,1:43.950
6,3,Jenson ButtonBUT,McLaren Mercedes,1:44.113
7,4,Lewis HamiltonHAM,McLaren Mercedes,1:44.186
8,2,Mark WebberWEB,Red Bull Racing Renault,1:41.496
9,11,Paul di RestaDIR,Force India Mercedes,1:44.889
10,9,Kimi RäikkönenRAI,Lotus Renault,1:45.811
11,16,Daniel RicciardoRIC,STR Ferrari,1:39.789
12,14,Kamui KobayashiKOB,Sauber Ferrari,1:39.985
13,6,Felipe MassaMAS,Ferrari,1:40.212
14,19,Bruno SennaSEN,Williams Renault,1:40.752
15,17,Jean-Eric VergneVER,STR Ferrari,1:16.741
16,20,Heikki KovalainenKOV,Caterham Renault,1:17.620
17,15,Sergio PerezPER,Sauber Ferrari,1:39.933
18,21,Vitaly PetrovPET,Caterham Renault,1:18.531
19,10,Romain GrosjeanGRO,Lotus Renault,1:40.574
20,25,Charles PicPIC,Marussia Cosworth,1:19.220
21,8,Nico RosbergROS,Mercedes,1:41.551
22,24,Timo GlockGLO,Marussia Cosworth,1:19.291
23,22,Pedro de la RosaDLR,HRT Cosworth,1:19.912
24,23,Narain KarthikeyanKAR,HRT Cosworth,1:20.230
