Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:32.136,,17
2,2,Mark WebberWEB,Red Bull Racing Renault,1:32.371,+0.235s,20
3,6,Felipe MassaMAS,Ferrari,1:32.824,+0.688s,13
4,7,Michael SchumacherMSC,Mercedes,1:32.918,+0.782s,23
5,15,Sergio PerezPER,Sauber Ferrari,1:32.920,+0.784s,19
6,14,Kamui KobayashiKOB,Sauber Ferrari,1:32.924,+0.788s,15
7,10,Romain GrosjeanGRO,Lotus Renault,1:33.008,+0.872s,21
8,3,Jenson ButtonBUT,McLaren Mercedes,1:33.025,+0.889s,16
9,11,Paul di RestaDIR,Force India Mercedes,1:33.094,+0.958s,17
10,18,Pastor MaldonadoMAL,Williams Renault,1:33.160,+1.024s,16
11,5,Fernando AlonsoALO,Ferrari,1:33.184,+1.048s,14
12,9,Kimi RäikkönenRAI,Lotus Renault,1:33.224,+1.088s,15
13,4,Lewis HamiltonHAM,McLaren Mercedes,1:33.569,+1.433s,14
14,17,Jean-Eric VergneVER,STR Ferrari,1:33.722,+1.586s,18
15,8,Nico RosbergROS,Mercedes,1:33.899,+1.763s,23
16,19,Bruno SennaSEN,Williams Renault,1:33.984,+1.848s,19
17,16,Daniel RicciardoRIC,STR Ferrari,1:34.023,+1.887s,19
18,12,Nico HulkenbergHUL,Force India Mercedes,1:34.369,+2.233s,11
19,20,Heikki KovalainenKOV,Caterham Renault,1:35.568,+3.432s,19
20,21,Vitaly PetrovPET,Caterham Renault,1:36.355,+4.219s,18
21,24,Timo GlockGLO,Marussia Cosworth,1:36.389,+4.253s,11
22,25,Charles PicPIC,Marussia Cosworth,1:36.517,+4.381s,18
23,23,Narain KarthikeyanKAR,HRT Cosworth,1:36.649,+4.513s,12
24,22,Pedro de la RosaDLR,HRT Cosworth,1:36.875,+4.739s,16
