Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:47.947,,15
2,4,Lewis HamiltonHAM,McLaren Mercedes,1:48.272,+0.325s,15
3,5,Fernando AlonsoALO,Ferrari,1:48.623,+0.676s,11
4,12,Nico HulkenbergHUL,Force India Mercedes,1:48.859,+0.912s,16
5,9,Kimi RäikkönenRAI,Lotus Renault,1:48.865,+0.918s,17
6,6,Felipe MassaMAS,Ferrari,1:49.458,+1.511s,13
7,11,Paul di RestaDIR,Force India Mercedes,1:49.684,+1.737s,15
8,8,Nico RosbergROS,Mercedes,1:49.699,+1.752s,16
9,19,Bruno SennaSEN,Williams Renault,1:49.715,+1.768s,14
10,7,Michael SchumacherMSC,Mercedes,1:49.981,+2.034s,14
11,2,Mark WebberWEB,Red Bull Racing Renault,1:50.110,+2.163s,12
12,3,Jenson ButtonBUT,McLaren Mercedes,1:50.524,+2.577s,10
13,16,Daniel RicciardoRIC,STR Ferrari,1:50.664,+2.717s,16
14,14,Kamui KobayashiKOB,Sauber Ferrari,1:50.777,+2.830s,15
15,10,Romain GrosjeanGRO,Lotus Renault,1:50.840,+2.893s,15
16,18,Pastor MaldonadoMAL,Williams Renault,1:51.012,+3.065s,15
17,17,Jean-Eric VergneVER,STR Ferrari,1:51.059,+3.112s,17
18,15,Sergio PerezPER,Sauber Ferrari,1:51.272,+3.325s,10
19,25,Charles PicPIC,Marussia Cosworth,1:52.290,+4.343s,16
20,21,Vitaly PetrovPET,Caterham Renault,1:53.781,+5.834s,12
21,20,Heikki KovalainenKOV,Caterham Renault,1:54.326,+6.379s,14
22,23,Narain KarthikeyanKAR,HRT Cosworth,1:54.421,+6.474s,14
23,24,Timo GlockGLO,Marussia Cosworth,1:54.630,+6.683s,9
24,22,Pedro de la RosaDLR,HRT Cosworth,1:54.875,+6.928s,14
