Pos,No,Driver,Car,Time,Gap,Laps
1,5,Fernando AlonsoALO,Ferrari,1:48.542,,18
2,9,Kimi RäikkönenRAI,Lotus Renault,1:48.683,+0.141s,21
3,15,Sergio PerezPER,Sauber Ferrari,1:48.850,+0.308s,23
4,14,Kamui KobayashiKOB,Sauber Ferrari,1:48.863,+0.321s,20
5,3,Jenson ButtonBUT,McLaren Mercedes,1:49.091,+0.549s,18
6,6,Felipe MassaMAS,Ferrari,1:49.092,+0.550s,16
7,2,Mark WebberWEB,Red Bull Racing Renault,1:49.164,+0.622s,21
8,10,Romain GrosjeanGRO,Lotus Renault,1:49.266,+0.724s,23
9,1,Sebastian VettelVET,Red Bull Racing Renault,1:49.292,+0.750s,23
10,11,Paul di RestaDIR,Force India Mercedes,1:49.382,+0.840s,22
11,18,Pastor MaldonadoMAL,Williams Renault,1:49.561,+1.019s,23
12,4,Lewis HamiltonHAM,McLaren Mercedes,1:49.615,+1.073s,19
13,7,Michael SchumacherMSC,Mercedes,1:49.621,+1.079s,26
14,12,Nico HulkenbergHUL,Force India Mercedes,1:49.674,+1.132s,23
15,17,Jean-Eric VergneVER,STR Ferrari,1:49.710,+1.168s,21
16,16,Daniel RicciardoRIC,STR Ferrari,1:49.776,+1.234s,22
17,19,Bruno SennaSEN,Williams Renault,1:50.027,+1.485s,20
18,20,Heikki KovalainenKOV,Caterham Renault,1:52.339,+3.797s,21
19,25,Charles PicPIC,Marussia Cosworth,1:52.566,+4.024s,20
20,24,Timo GlockGLO,Marussia Cosworth,1:52.630,+4.088s,18
21,21,Vitaly PetrovPET,Caterham Renault,1:52.809,+4.267s,22
22,22,Pedro de la RosaDLR,HRT Cosworth,1:53.383,+4.841s,22
23,23,Narain KarthikeyanKAR,HRT Cosworth,1:53.562,+5.020s,23
24,8,Nico RosbergROS,Mercedes,1:58.113,+9.571s,5
